"Date","Symbol","Class Symbol","Root Symbol","Underlying Symbol","Strike Price","Expiry Date","Call/Put","Ins. Type","Bid Price","Ask Price","Bid Size","Ask Size","Last Price","Volume","Last Close Price","Net Change","Open Price","High Price","Low Price","Total Value","Nb. Trades","Settlement Price","Open Interest","Implied Volatility","Accrued Financing Value","Accrued Financing Date","CORRA Rate"
"2025-06-02","COAM25","COA","COA","COA",0,"2025-07-02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.3,0,0,0,"",0
"2025-06-02","COAN25","COA","COA","COA",0,"2025-08-01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.31,100,0,0,"",0
"2025-06-02","COAQ25","COA","COA","COA",0,"2025-09-02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.405,0,0,0,"",0
"2025-06-02","COAU25","COA","COA","COA",0,"2025-10-01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.465,0,0,0,"",0
"2025-06-03","COAM25","COA","COA","COA",0,"2025-07-02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.295,0,0,0,"",0
"2025-06-03","COAN25","COA","COA","COA",0,"2025-08-01",0,1,0,0,0,0,97.29,100,97.31,-0.02,97.29,97.29,97.29,9729,1,97.3,100,0,0,"",0
"2025-06-03","COAQ25","COA","COA","COA",0,"2025-09-02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.405,0,0,0,"",0
"2025-06-03","COAU25","COA","COA","COA",0,"2025-10-01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.465,0,0,0,"",0
"2025-06-03","COAV25","COA","COA","COA",0,"2025-11-03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0
"2025-06-04","COAM25","COA","COA","COA",0,"2025-07-02",0,1,97.2175,97.2475,100,400,0,0,0,0,0,0,0,0,0,97.2475,0,0,0,"",0
"2025-06-04","COAN25","COA","COA","COA",0,"2025-08-01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.25,200,0,0,"",0
"2025-06-04","COAQ25","COA","COA","COA",0,"2025-09-02",0,1,0,0,0,0,0,100,0,-0.02,97.385,97.385,97.385,0,1,97.37,0,0,0,"",0
"2025-06-04","COAU25","COA","COA","COA",0,"2025-10-01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.43,0,0,0,"",0
"2025-06-05","COAM25","COA","COA","COA",0,"2025-07-02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2475,0,0,0,"",0
"2025-06-05","COAN25","COA","COA","COA",0,"2025-08-01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.25,200,0,0,"",0
"2025-06-05","COAQ25","COA","COA","COA",0,"2025-09-02",0,1,0,0,0,0,0,100,0,-0.02,97.35,97.35,97.35,0,1,97.355,100,0,0,"",0
"2025-06-05","COAU25","COA","COA","COA",0,"2025-10-01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.415,0,0,0,"",0
"2025-06-06","COAM25","COA","COA","COA",0,"2025-07-02",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2475,0,0,0,"",0
"2025-06-06","COAN25","COA","COA","COA",0,"2025-08-01",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.25,200,0,0,"",0
