Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2019-01-02 00:00:00-05:00,11.936694730218822,11.952287673950195,11.90550809920814,11.952287673950195,86600,0.0,0.0,0.0
2019-01-03 00:00:00-05:00,11.9522860409457,12.014659294445197,11.93669309934474,11.999066352844238,58100,0.0,0.0,0.0
2019-01-04 00:00:00-05:00,11.975677461321224,11.983474304960879,11.944490830310542,11.952287673950195,114500,0.0,0.0,0.0
2019-01-07 00:00:00-05:00,11.983470078944665,11.983470078944665,11.944486618041992,11.944486618041992,214500,0.0,0.0,0.0
2019-01-08 00:00:00-05:00,11.944491199209452,11.960084886970362,11.936695098876953,11.936695098876953,65900,0.0,0.0,0.0
2019-01-09 00:00:00-05:00,11.936692792691478,11.952285733891854,11.921099107943288,11.928895950317383,103400,0.0,0.0,0.0
2019-01-10 00:00:00-05:00,11.944488891517759,11.960082576265949,11.928895950317383,11.928895950317383,101200,0.0,0.0,0.0
2019-01-11 00:00:00-05:00,11.960084886970362,11.960084886970362,11.936695098876953,11.936695098876953,40200,0.0,0.0,0.0
2019-01-14 00:00:00-05:00,11.967877140712199,11.967877140712199,11.944486618041992,11.944486618041992,75100,0.0,0.0,0.0
2019-01-15 00:00:00-05:00,11.944488891517759,11.944488891517759,11.928895950317383,11.928895950317383,76300,0.0,0.0,0.0
2019-01-16 00:00:00-05:00,11.921099107943288,11.928895950317383,11.905506166742912,11.928895950317383,54900,0.0,0.0,0.0
2019-01-17 00:00:00-05:00,11.936694303176514,11.936694303176514,11.913303773094361,11.921100616455078,66900,0.0,0.0,0.0
2019-01-18 00:00:00-05:00,11.92110021834448,11.928897061444818,11.897710432591348,11.91330337524414,149000,0.0,0.0,0.0
2019-01-21 00:00:00-05:00,11.921101411116043,11.936695098876953,11.913304567235587,11.936695098876953,99700,0.0,0.0,0.0
2019-01-22 00:00:00-05:00,11.952287515625006,11.975677302686204,11.952287515625006,11.967881202697754,108800,0.0,0.0,0.0
2019-01-23 00:00:00-05:00,11.96008435916138,11.975677302686204,11.952287515625006,11.967881202697754,47400,0.0,0.0,0.0
2019-01-24 00:00:00-05:00,11.983470916748047,11.99906459961839,11.983470916748047,11.983470916748047,66200,0.0,0.0,0.0
2019-01-25 00:00:00-05:00,11.983470916748047,11.983470916748047,11.960081135990258,11.983470916748047,206900,0.0,0.0,0.0
2019-01-28 00:00:00-05:00,11.991267758183218,11.991267758183218,11.975674075312876,11.983470916748047,68700,0.0,0.0,0.0
2019-01-29 00:00:00-05:00,11.983468140482888,11.99910250771047,11.975650956869096,11.99128532409668,110100,0.04,0.0,0.0
2019-01-30 00:00:00-05:00,11.99911199959937,12.014745633706266,11.975660430206648,12.006928443908691,93400,0.0,0.0,0.0
2019-01-31 00:00:00-05:00,12.053828239440918,12.069461870178554,12.046011051328055,12.053828239440918,115500,0.0,0.0,0.0
2019-02-01 00:00:00-05:00,12.061641404103733,12.061641404103733,12.014739036560059,12.014739036560059,110500,0.0,0.0,0.0
2019-02-04 00:00:00-05:00,12.030375480651855,12.030375480651855,12.006923920094911,12.030375480651855,97900,0.0,0.0,0.0
2019-02-05 00:00:00-05:00,12.038191795349121,12.053826168889245,12.030375354067022,12.038191795349121,116800,0.0,0.0,0.0
2019-02-06 00:00:00-05:00,12.061645427553781,12.069461870178554,12.046011051328055,12.053828239440918,86200,0.0,0.0,0.0
2019-02-07 00:00:00-05:00,12.077281077181945,12.085098266601562,12.069463887762327,12.085098266601562,66000,0.0,0.0,0.0
2019-02-08 00:00:00-05:00,12.092915456021181,12.092915456021181,12.069463887762327,12.085098266601562,338900,0.0,0.0,0.0
2019-02-11 00:00:00-05:00,12.061641693115234,12.0772753190125,12.053824507422673,12.061641693115234,118900,0.0,0.0,0.0
2019-02-12 00:00:00-05:00,12.061642520745774,12.069458961486816,12.053825334516823,12.069458961486816,157900,0.0,0.0,0.0
2019-02-13 00:00:00-05:00,12.061645427553781,12.061645427553781,12.046011051328055,12.053828239440918,102500,0.0,0.0,0.0
2019-02-14 00:00:00-05:00,12.10072434462967,12.108541529168477,12.092907905578613,12.092907905578613,44000,0.0,0.0,0.0
2019-02-15 00:00:00-05:00,12.09291262732494,12.116363444610116,12.077278252142797,12.108546257019043,121200,0.0,0.0,0.0
2019-02-19 00:00:00-05:00,12.124180632201186,12.124180632201186,12.100729069427972,12.108546257019043,171900,0.0,0.0,0.0
2019-02-20 00:00:00-05:00,12.116363444610116,12.116363444610116,12.100729069427972,12.108546257019043,183100,0.0,0.0,0.0
2019-02-21 00:00:00-05:00,12.092914452713195,12.100730895996094,12.07728007517109,12.100730895996094,187000,0.0,0.0,0.0
2019-02-22 00:00:00-05:00,12.108548084767147,12.116365273538198,12.100730895996094,12.100730895996094,85900,0.0,0.0,0.0
2019-02-25 00:00:00-05:00,12.10854347857035,12.116360664367676,12.100726292773025,12.116360664367676,86500,0.0,0.0,0.0
2019-02-26 00:00:00-05:00,12.139875411987305,12.147712825448293,12.132037998526318,12.139875411987305,83300,0.04,0.0,0.0
2019-02-27 00:00:00-05:00,12.12420189288819,12.12420189288819,12.100689651418444,12.116364479064941,160500,0.0,0.0,0.0
2019-02-28 00:00:00-05:00,12.124199263347865,12.124199263347865,12.085012950147412,12.100687026977539,134100,0.0,0.0,0.0
2019-03-01 00:00:00-05:00,12.092850362270855,12.108524439100982,12.07717553802397,12.100687026977539,125300,0.0,0.0,0.0
2019-03-04 00:00:00-05:00,12.100685726057328,12.124197959899902,12.08501165091229,12.124197959899902,203500,0.0,0.0,0.0
2019-03-05 00:00:00-05:00,12.11636594168205,12.132040023803711,12.108528526912714,12.132040023803711,83000,0.0,0.0,0.0
2019-03-06 00:00:00-05:00,12.155548492711258,12.186897394634912,12.155548492711258,12.179059982299805,54500,0.0,0.0,0.0
2019-03-07 00:00:00-05:00,12.194735804679025,12.22608470916748,12.1868983917027,12.22608470916748,68200,0.0,0.0,0.0
2019-03-08 00:00:00-05:00,12.21824000978116,12.21824000978116,12.186891123987772,12.20256519317627,270500,0.0,0.0,0.0
2019-03-11 00:00:00-04:00,12.218247296191157,12.22608470916748,12.218247296191157,12.22608470916748,85100,0.0,0.0,0.0
2019-03-12 00:00:00-04:00,12.24175822947091,12.257433054708777,12.233920816851978,12.249595642089844,95200,0.0,0.0,0.0
2019-03-13 00:00:00-04:00,12.257432217049967,12.257432217049967,12.233919980799968,12.2417573928833,124000,0.0,0.0,0.0
2019-03-14 00:00:00-04:00,12.249593011874632,12.249593011874632,12.226081526482991,12.233918190002441,84900,0.0,0.0,0.0
2019-03-15 00:00:00-04:00,12.257432497903157,12.273106575012207,12.257432497903157,12.273106575012207,91700,0.0,0.0,0.0
2019-03-18 00:00:00-04:00,12.273105505290314,12.28878032844992,12.273105505290314,12.280942916870117,116900,0.0,0.0,0.0
2019-03-19 00:00:00-04:00,12.273105505290314,12.28878032844992,12.26526809371051,12.280942916870117,102000,0.0,0.0,0.0
2019-03-20 00:00:00-04:00,12.280943083517199,12.32012939453125,12.273105671831045,12.32012939453125,103500,0.0,0.0,0.0
2019-03-21 00:00:00-04:00,12.335803470486841,12.335803470486841,12.304454571158944,12.32012939453125,117200,0.0,0.0,0.0
2019-03-22 00:00:00-04:00,12.367149962816027,12.39066219329834,12.367149962816027,12.39066219329834,154200,0.0,0.0,0.0
2019-03-25 00:00:00-04:00,12.406340364624809,12.437689268207398,12.398502951874956,12.422015190124512,120100,0.0,0.0,0.0
2019-03-26 00:00:00-04:00,12.406340364624809,12.422015190124512,12.390666286541922,12.422015190124512,355600,0.0,0.0,0.0
2019-03-27 00:00:00-04:00,12.453446309113996,12.453446309113996,12.42987457842728,12.445589065551758,125100,0.04,0.0,0.0
2019-03-28 00:00:00-04:00,12.437727014518646,12.437727014518646,12.414156042250646,12.422013282775879,123700,0.0,0.0,0.0
2019-03-29 00:00:00-04:00,12.382735174873636,12.382735174873636,12.359163439315227,12.3748779296875,102700,0.0,0.0,0.0
2019-04-01 00:00:00-04:00,12.374870966767459,12.374870966767459,12.319871780026963,12.327728271484375,267200,0.0,0.0,0.0
2019-04-02 00:00:00-04:00,12.343442916870117,12.351300157739555,12.335585676000681,12.343442916870117,104400,0.0,0.0,0.0
2019-04-03 00:00:00-04:00,12.319871780026963,12.327728271484375,12.319871780026963,12.327728271484375,76100,0.0,0.0,0.0
2019-04-04 00:00:00-04:00,12.327728435131245,12.343442916870117,12.31987194356954,12.343442916870117,76700,0.0,0.0,0.0
2019-04-05 00:00:00-04:00,12.343442916870117,12.351300157739555,12.335585676000681,12.343442916870117,113900,0.0,0.0,0.0
2019-04-08 00:00:00-04:00,12.343442793629174,12.343442793629174,12.30415733898196,12.31201457977295,122800,0.0,0.0,0.0
2019-04-09 00:00:00-04:00,12.319872693449769,12.32772918548968,12.304158210754395,12.304158210754395,63500,0.0,0.0,0.0
2019-04-10 00:00:00-04:00,12.319871780026963,12.335585512249509,12.312014539261828,12.327728271484375,47000,0.0,0.0,0.0
2019-04-11 00:00:00-04:00,12.335586426837367,12.335586426837367,12.304158210754395,12.304158210754395,214400,0.0,0.0,0.0
2019-04-12 00:00:00-04:00,12.280589023497193,12.280589023497193,12.264874538514524,12.27273178100586,198400,0.0,0.0,0.0
2019-04-15 00:00:00-04:00,12.272730865328374,12.29630184173584,12.257017130826005,12.29630184173584,116700,0.0,0.0,0.0
2019-04-16 00:00:00-04:00,12.280589023497193,12.280589023497193,12.264874538514524,12.27273178100586,103400,0.0,0.0,0.0
2019-04-17 00:00:00-04:00,12.249155008026138,12.26486873626709,12.241297769251895,12.26486873626709,134700,0.0,0.0,0.0
2019-04-18 00:00:00-04:00,12.272730865328374,12.304159083640938,12.272730865328374,12.29630184173584,140600,0.0,0.0,0.0
2019-04-22 00:00:00-04:00,12.296302759171974,12.296302759171974,12.27273178100586,12.27273178100586,133200,0.0,0.0,0.0
2019-04-23 00:00:00-04:00,12.296300969406706,12.304158210754395,12.288444477366797,12.304158210754395,174800,0.0,0.0,0.0
2019-04-24 00:00:00-04:00,12.335587619501442,12.37487308073041,12.335587619501442,12.367015838623047,90000,0.0,0.0,0.0
2019-04-25 00:00:00-04:00,12.367010986583269,12.367010986583269,12.351297257841473,12.359153747558594,134800,0.0,0.0,0.0
2019-04-26 00:00:00-04:00,12.38279048898213,12.38279048898213,12.367035942292285,12.374913215637207,113800,0.04,0.0,0.0
2019-04-29 00:00:00-04:00,12.351283073425293,12.359159596142987,12.34340579948941,12.351283073425293,127600,0.0,0.0,0.0
2019-04-30 00:00:00-04:00,12.3434067008173,12.367037773132324,12.3434067008173,12.367037773132324,95600,0.0,0.0,0.0
2019-05-01 00:00:00-04:00,12.37491138596185,12.398542451284547,12.36703411378161,12.38278865814209,76900,0.0,0.0,0.0
2019-05-02 00:00:00-04:00,12.367033818317363,12.367033818317363,12.311894416809082,12.311894416809082,267300,0.0,0.0,0.0
2019-05-03 00:00:00-04:00,12.327643475356817,12.33552074432373,12.319766957607621,12.33552074432373,94900,0.0,0.0,0.0
2019-05-06 00:00:00-04:00,12.351283073425293,12.359159596142987,12.351283073425293,12.351283073425293,144800,0.0,0.0,0.0
2019-05-07 00:00:00-04:00,12.37490848337193,12.398539543151855,12.36703121303934,12.398539543151855,128600,0.0,0.0,0.0
2019-05-08 00:00:00-04:00,12.398542451284547,12.406419723464785,12.36703411378161,12.38278865814209,125200,0.0,0.0,0.0
2019-05-09 00:00:00-04:00,12.390662272819265,12.414294083817037,12.390662272819265,12.398539543151855,89100,0.0,0.0,0.0
2019-05-10 00:00:00-04:00,12.38279048898213,12.398544284453841,12.367035942292285,12.374913215637207,104800,0.0,0.0,0.0
2019-05-13 00:00:00-04:00,12.4064208616039,12.422175407409668,12.398543588701017,12.422175407409668,50100,0.0,0.0,0.0
2019-05-14 00:00:00-04:00,12.414298934787642,12.414298934787642,12.390667114555578,12.406421661376953,115700,0.0,0.0,0.0
2019-05-15 00:00:00-04:00,12.430051803588867,12.445806349235562,12.422175281983602,12.430051803588867,72200,0.0,0.0,0.0
2019-05-16 00:00:00-04:00,12.422175281983602,12.430051803588867,12.414298009160255,12.430051803588867,76600,0.0,0.0,0.0
2019-05-17 00:00:00-04:00,12.453683622058909,12.453683622058909,12.414298009160255,12.430051803588867,115500,0.0,0.0,0.0
2019-05-21 00:00:00-04:00,12.398544284453841,12.398544284453841,12.367035942292285,12.374913215637207,182300,0.0,0.0,0.0
2019-05-22 00:00:00-04:00,12.374908403952109,12.39066219329834,12.367031133670073,12.39066219329834,57700,0.0,0.0,0.0
2019-05-23 00:00:00-04:00,12.414293486228635,12.469432873466825,12.414293486228635,12.453679084777832,164800,0.0,0.0,0.0
2019-05-24 00:00:00-04:00,12.46943672297609,12.477313995361328,12.453682929423655,12.477313995361328,67800,0.0,0.0,0.0
2019-05-27 00:00:00-04:00,12.485190345184893,12.500944137573242,12.485190345184893,12.500944137573242,70600,0.0,0.0,0.0
2019-05-28 00:00:00-04:00,12.51669979095459,12.51669979095459,12.500945245951401,12.51669979095459,68900,0.0,0.0,0.0
2019-05-29 00:00:00-04:00,12.516700744628906,12.540391449422717,12.516700744628906,12.516700744628906,574000,0.04,0.0,0.0
2019-05-30 00:00:00-04:00,12.508797900950436,12.524591445922852,12.493003602864436,12.524591445922852,114100,0.0,0.0,0.0
2019-05-31 00:00:00-04:00,12.564077377319336,12.57197452695273,12.55618022768594,12.564077377319336,198000,0.0,0.0,0.0
2019-06-03 00:00:00-04:00,12.595667362932193,12.61935806274414,12.579873814095484,12.61935806274414,78100,0.0,0.0,0.0
2019-06-04 00:00:00-04:00,12.60356330871582,12.611460458935909,12.587769008275643,12.60356330871582,88200,0.0,0.0,0.0
2019-06-05 00:00:00-04:00,12.61935806274414,12.627255213719378,12.61146166488267,12.61935806274414,82400,0.0,0.0,0.0
2019-06-06 00:00:00-04:00,12.62725400626239,12.62725400626239,12.60356330871582,12.60356330871582,116800,0.0,0.0,0.0
2019-06-07 00:00:00-04:00,12.627255213719378,12.627255213719378,12.60356451390743,12.61935806274414,74300,0.0,0.0,0.0
2019-06-10 00:00:00-04:00,12.595665704623023,12.595665704623023,12.579872157865648,12.5877685546875,90100,0.0,0.0,0.0
2019-06-11 00:00:00-04:00,12.571977615356445,12.579874766929835,12.564080463783055,12.571977615356445,93500,0.0,0.0,0.0
2019-06-12 00:00:00-04:00,12.571977138342834,12.595667839050293,12.571977138342834,12.595667839050293,98800,0.0,0.0,0.0
2019-06-13 00:00:00-04:00,12.60356781872548,12.63515567779541,12.60356781872548,12.63515567779541,71300,0.0,0.0,0.0
2019-06-14 00:00:00-04:00,12.635155172688863,12.650949478149414,12.635155172688863,12.650949478149414,66900,0.0,0.0,0.0
2019-06-17 00:00:00-04:00,12.658844947814941,12.658844947814941,12.635153492774029,12.658844947814941,76500,0.0,0.0,0.0
2019-06-18 00:00:00-04:00,12.69043591736787,12.69043591736787,12.65095165315606,12.674641609191895,214400,0.0,0.0,0.0
2019-06-19 00:00:00-04:00,12.658846174075023,12.690433277628406,12.650949021629723,12.682536125183105,111400,0.0,0.0,0.0
2019-06-20 00:00:00-04:00,12.698331609050094,12.698331609050094,12.68253730269307,12.690434455871582,146000,0.0,0.0,0.0
2019-06-21 00:00:00-04:00,12.674637970422193,12.674637970422193,12.658845173008311,12.666742324829102,73700,0.0,0.0,0.0
2019-06-24 00:00:00-04:00,12.682536125183105,12.690433277628406,12.674638972737807,12.682536125183105,79700,0.0,0.0,0.0
2019-06-25 00:00:00-04:00,12.690434455871582,12.698331609050094,12.68253730269307,12.690434455871582,171300,0.0,0.0,0.0
2019-06-26 00:00:00-04:00,12.69043041243515,12.69043041243515,12.642930030822754,12.642930030822754,108500,0.04,0.0,0.0
2019-06-27 00:00:00-04:00,12.642931068164504,12.67459774017334,12.642931068164504,12.67459774017334,224700,0.0,0.0,0.0
2019-06-28 00:00:00-04:00,12.666680619008321,12.698348045349121,12.658763762423122,12.698348045349121,50400,0.0,0.0,0.0
2019-07-02 00:00:00-04:00,12.68251569108947,12.69043254852295,12.666681976222515,12.69043254852295,138700,0.0,0.0,0.0
2019-07-03 00:00:00-04:00,12.698348742296746,12.714180946350098,12.69043188527703,12.714180946350098,92600,0.0,0.0,0.0
