Date,Symbol,Class Symbol,Root Symbol,Underlying Symbol,Strike Price,Expiry Date,Call/Put,Ins. Type,Bid Price,Ask Price,Bid Size,Ask Size,Last Price,Volume,Last Close Price,Net Change,Open Price,High Price,Low Price,Total Value,Nb. Trades,Settlement Price,Open Interest,Implied Volatility,Accrued Financing Value,Accrued Financing Date,CORRA Rate,symbol,source_file
2020-06-02,BAXZ20,BAX,BAX,BAX,0,2020-12-14,0,1,99.455,99.46,502,258,0.0,4589,0.0,0.005,99.46,99.46,99.45,456119,510,99.455,135371,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-02,BAXH21,BAX,BAX,BAX,0,2021-03-15,0,1,99.46,99.475,68,105,99.465,5033,99.46,0.005,99.455,99.465,99.455,500311,510,99.46,172862,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-02,BAXM21,BAX,BAX,BAX,0,2021-06-14,0,1,99.44,99.45,80,151,99.445,4599,99.445,0.0,99.445,99.45,99.435,457155,381,99.445,124691,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-02,BAXU21,BAX,BAX,BAX,0,2021-09-13,0,1,99.42,99.44,125,32,0.0,3413,0.0,-0.005,99.425,99.425,99.41,339158,360,99.425,105549,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-02,BAXZ21,BAX,BAX,BAX,0,2021-12-13,0,1,99.38,99.385,8,65,0.0,2504,0.0,0.0,99.39,99.39,99.375,248714,291,99.385,63646,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-02,BAXH22,BAX,BAX,BAX,0,2022-03-14,0,1,99.355,99.36,250,15,99.36,1838,99.36,0.0,99.37,99.37,99.35,182453,393,99.36,39048,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-02,BAXM22,BAX,BAX,BAX,0,2022-06-13,0,1,99.32,0.0,100,0,0.0,49,0.0,-0.02,99.33,99.33,99.32,4861,11,99.32,4862,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-02,BAXU22,BAX,BAX,BAX,0,2022-09-19,0,1,0.0,0.0,0,0,0.0,31,0.0,-0.01,99.29,99.29,99.29,3077,1,99.28,2894,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-02,BAXZ22,BAX,BAX,BAX,0,2022-12-19,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,99.24,1622,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-02,BAXH23,BAX,BAX,BAX,0,2023-03-13,0,1,0.0,0.0,0,0,0.0,4,0.0,0.0,99.21,99.22,99.21,396,2,99.21,1126,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-03,BAXM20,BAX,BAX,BAX,0,2020-06-15,0,1,99.435,99.445,6263,2404,0.0,27030,0.0,0.005,99.445,99.45,99.435,2687775,395,99.435,180273,0,0,,0,bax,quote_BAX_20200601_20201030.csv
2020-06-03,BAXN20,BAX,BAX,BAX,0,2020-07-13,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,99.44,0,0,0,,0,bax,quote_BAX_20200601_20201030.csv
