Date,Symbol,Class Symbol,Root Symbol,Underlying Symbol,Strike Price,Expiry Date,Call/Put,Ins. Type,Bid Price,Ask Price,Bid Size,Ask Size,Last Price,Volume,Last Close Price,Net Change,Open Price,High Price,Low Price,Total Value,Nb. Trades,Settlement Price,Open Interest,Implied Volatility,Accrued Financing Value,Accrued Financing Date,CORRA Rate,symbol,source_file
2023-11-13,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,95.47,27910,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-13,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,95.64,11036,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-13,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,95.77,8156,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-13,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,95.87,1155,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-13,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,95.94,216,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.51,94.52,89,50,0.0,14177,0.0,0.05,94.465,94.51,94.45,0,1707,94.505,116418,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.72,94.73,50,50,0.0,9387,0.0,0.135,94.595,94.73,94.575,0,3040,94.73,133821,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.955,96.45,1,5,0.0,9185,0.0,0.195,94.78,94.985,94.76,0,2923,94.98,100594,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.245,0.0,11,0,0.0,4617,0.0,0.205,95.045,95.28,95.04,0,1947,95.275,70751,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.46,95.48,1,1,0.0,5840,0.0,0.21,95.26,95.5,95.26,0,1520,95.5,57050,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,95.64,95.7,3,1,0.0,2593,0.0,0.21,95.47,95.7,95.46,0,883,95.69,27689,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,95.85,0,15,0.0,1015,0.0,0.21,95.65,95.87,95.62,0,464,95.86,10778,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,95.93,95.99,15,15,0.0,610,0.0,0.19,95.78,96.0,95.74,0,209,95.99,8151,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,0.0,51,0.0,0.16,95.89,96.03,95.89,0,11,96.09,1155,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-14,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,6,0.0,0.13,96.07,96.07,96.07,0,3,96.16,216,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.49,94.495,41,82,0.0,5548,0.0,-0.01,94.515,94.515,94.485,0,647,94.5,117403,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.675,94.685,25,10,0.0,9486,0.0,-0.05,94.73,94.74,94.665,0,1980,94.68,134732,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.88,94.91,3,5,0.0,7898,0.0,-0.085,94.975,94.98,94.875,0,1949,94.9,102639,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.16,0.0,4,0,0.0,6174,0.0,-0.105,95.27,95.27,95.15,0,2038,95.18,70714,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.37,95.4,1,1,0.0,5082,0.0,-0.12,95.49,95.5,95.36,0,1201,95.4,57534,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,0.0,0.0,0,0,0.0,3020,0.0,-0.11,95.69,95.7,95.56,0,1072,95.59,27864,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,0.0,0,0,0.0,739,0.0,-0.11,95.83,95.87,95.73,0,250,95.75,10917,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,0.0,0.0,0,0,0.0,839,0.0,-0.11,95.95,95.99,95.84,0,329,95.88,8092,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,0.0,63,0.0,-0.11,96.01,96.09,95.95,0,9,95.98,1144,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-15,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,96.05,222,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.5,94.51,50,119,0.0,5328,0.0,0.005,94.505,94.52,94.505,0,492,94.51,118193,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.53,94.74,60,3,0.0,6813,0.0,0.045,94.695,94.74,94.69,0,1560,94.725,137026,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.305,96.45,31,5,0.0,7770,0.0,0.07,94.92,95.01,94.915,0,2062,94.975,102548,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.255,95.27,3,2,0.0,4534,0.0,0.09,95.2,95.305,95.17,0,1557,95.275,70142,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.47,95.51,5,2,0.0,4470,0.0,0.1,95.4,95.53,95.4,0,808,95.5,56734,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,95.7,95.86,19,1,0.0,1688,0.0,0.11,95.63,95.74,95.62,0,535,95.7,27408,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,0.0,0,0,0.0,629,0.0,0.12,95.79,95.9,95.78,0,249,95.87,10974,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,0.0,0.0,0,0,0.0,341,0.0,0.12,95.91,96.03,95.91,0,142,96.0,7925,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,0.0,12,0.0,0.14,96.06,96.12,96.06,0,7,96.1,1145,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-16,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,1,0.0,0.13,96.18,96.18,96.18,0,1,96.17,222,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.495,94.505,101,67,0.0,3680,0.0,-0.005,94.51,94.515,94.49,0,364,94.5,119882,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.7,94.71,333,30,0.0,5263,0.0,-0.02,94.73,94.745,94.69,0,1260,94.7,135644,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.93,94.935,5,63,0.0,5840,0.0,-0.04,94.97,94.995,94.925,0,1487,94.93,102143,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.225,95.235,3,1,0.0,7864,0.0,-0.045,95.275,95.305,95.21,0,1940,95.22,71260,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.42,95.62,5,3,0.0,2801,0.0,-0.05,95.51,95.54,95.43,0,700,95.44,55937,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,0.0,95.75,0,1,0.0,1928,0.0,-0.04,95.7,95.75,95.63,0,539,95.64,27293,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,0.0,0,0,0.0,700,0.0,-0.05,95.92,95.92,95.81,0,195,95.81,10584,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,0.0,0.0,0,0,0.0,644,0.0,-0.06,96.05,96.05,95.94,0,162,95.94,7921,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,0.0,23,0.0,-0.02,96.08,96.08,96.08,0,6,96.04,1144,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-17,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,96.11,221,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.485,94.495,342,225,94.495,4072,94.5,-0.005,94.495,94.505,94.485,384525,433,94.49,120007,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.685,94.695,203,59,94.69,17182,94.7,-0.01,94.685,94.72,94.67,1625831,2126,94.685,135356,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.94,94.95,100,50,94.945,19807,94.93,0.015,94.905,94.965,94.895,1878571,2522,94.945,102419,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.245,0.0,4,0,95.25,4214,95.22,0.03,95.205,95.255,95.19,400762,1536,95.255,67192,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.47,0.0,1,0,95.48,2297,95.44,0.04,95.42,95.49,95.41,218901,690,95.48,56304,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,95.67,0.0,2,0,95.67,1043,95.64,0.03,95.62,95.69,95.61,99599,326,95.68,27388,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,0.0,0,0,95.85,411,95.81,0.04,95.79,95.86,95.79,39290,151,95.85,10699,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,95.96,0.0,50,0,95.97,150,95.94,0.03,95.95,95.99,95.94,14353,47,95.98,7843,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,96.08,1125,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-20,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,96.15,221,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.5,94.505,231,411,94.5,9186,94.49,0.01,94.485,94.505,94.485,867253,1576,94.505,120257,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.68,94.685,2,50,94.68,11557,94.685,-0.005,94.675,94.72,94.67,1093317,1823,94.69,133277,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.885,94.965,4,5,94.935,10496,94.945,-0.01,94.94,94.975,94.92,994542,2390,94.945,111785,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.255,95.265,1,3,95.265,5075,95.255,0.01,95.26,95.305,95.24,482798,1638,95.27,67370,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.49,95.53,1,4,95.5,4564,95.48,0.02,95.49,95.55,95.47,435447,989,95.51,56155,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,0.0,95.75,0,1,95.71,2713,95.68,0.03,95.69,95.75,95.68,259203,837,95.72,27454,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,95.91,0,2,95.89,1134,95.85,0.04,95.87,95.93,95.85,108514,330,95.9,10714,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,96.01,96.03,23,2,96.02,1483,95.98,0.04,96.01,96.06,95.98,142367,556,96.03,7827,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,96.12,72,96.08,0.04,96.15,96.16,96.12,6912,19,96.13,1125,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-21,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,96.2,221,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.505,94.51,148,376,94.505,2732,94.505,0.0,94.505,94.51,94.5,258098,263,94.51,122989,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.68,94.91,20,1,94.7,5153,94.69,0.01,94.675,94.71,94.67,487079,1536,94.695,130217,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.925,94.94,5,25,94.94,4698,94.945,-0.005,94.94,94.975,94.905,444788,1414,94.935,108158,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.24,95.28,3,1,95.245,4038,95.27,-0.025,95.265,95.315,95.22,384101,1306,95.245,67161,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.46,95.52,11,9,95.47,3364,95.51,-0.04,95.5,95.57,95.45,320818,762,95.48,55993,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,95.66,95.68,1,4,95.67,1723,95.72,-0.05,95.72,95.78,95.66,164651,505,95.68,27635,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,0.0,0,0,95.85,847,95.9,-0.05,95.9,95.94,95.84,81035,249,95.85,10752,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,0.0,0.0,0,0,96.0,329,96.03,-0.03,96.02,96.09,95.98,31572,124,95.99,7900,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,96.11,148,96.13,-0.02,96.12,96.12,96.11,14210,40,96.09,1088,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-22,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,96.16,221,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.505,94.51,341,7,94.515,1468,94.51,0.005,94.505,94.515,94.5,138658,252,94.51,120209,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.67,94.695,27,13,94.695,1510,94.695,0.0,94.695,94.7,94.685,142714,498,94.69,129059,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.8,94.925,25,72,94.92,1158,94.935,-0.015,94.945,94.945,94.915,109532,470,94.92,106893,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.205,95.28,52,1,95.21,2096,95.245,-0.035,95.25,95.255,95.21,199395,443,95.215,67377,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.42,95.44,10,20,95.43,1287,95.48,-0.05,95.46,95.47,95.42,122714,230,95.43,56495,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,95.62,95.64,500,20,95.63,588,95.68,-0.05,95.68,95.69,95.62,56132,194,95.63,27189,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,95.83,0,2,95.81,96,95.85,-0.04,95.82,95.83,95.81,9172,40,95.81,10649,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,0.0,0.0,0,0,95.95,193,95.99,-0.04,95.97,95.98,95.94,18463,65,95.95,7774,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,576,3,96.05,1155,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-23,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,96.12,221,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.505,94.51,65,307,94.505,2665,94.51,-0.005,94.51,94.515,94.5,251781,226,94.51,120501,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.63,94.7,16,3,94.655,2719,94.69,-0.035,94.69,94.69,94.63,256973,668,94.665,128643,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.875,96.45,30,5,94.88,6838,94.92,-0.04,94.92,94.92,94.83,647753,1412,94.885,106947,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.175,95.28,1,1,95.195,3600,95.215,-0.02,95.21,95.21,95.125,342274,989,95.19,68354,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.4,95.42,1,50,95.41,1517,95.43,-0.02,95.43,95.44,95.35,144473,495,95.41,56774,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,0.0,0.0,0,0,95.62,1084,95.63,-0.01,95.63,95.63,95.55,103400,402,95.61,27012,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,0.0,0,0,95.79,904,95.81,-0.02,95.79,95.8,95.72,86393,294,95.79,10659,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,95.89,95.96,49,24,95.92,715,95.95,-0.03,95.93,95.94,95.86,68430,194,95.93,7760,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,0.0,0.0,0,0,0.0,12,0.0,0.0,0.0,0.0,0.0,1152,1,96.04,1149,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-24,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,96.12,221,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.51,94.515,35,294,0.0,2659,0.0,0.005,94.505,94.515,94.5,0,227,94.505,120366,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.68,94.69,128,105,0.0,4167,0.0,0.025,94.635,94.69,94.635,0,1076,94.685,128262,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.915,94.93,20,5,0.0,5283,0.0,0.04,94.865,94.93,94.85,0,1434,94.915,106484,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.24,95.255,1,20,0.0,3172,0.0,0.055,95.17,95.255,95.165,0,985,95.24,69208,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.47,95.49,63,50,0.0,2462,0.0,0.07,95.4,95.49,95.38,0,548,95.48,56858,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,95.67,0.0,17,0,0.0,1631,0.0,0.09,95.59,95.7,95.58,0,581,95.7,27274,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,0.0,0,0,0.0,867,0.0,0.1,95.77,95.89,95.76,0,251,95.89,10772,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,96.02,0.0,10,0,0.0,776,0.0,0.1,95.9,96.03,95.9,0,258,96.04,7849,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,96.11,96.16,3,1,0.0,171,0.0,0.11,96.06,96.16,96.06,0,63,96.16,1161,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-27,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,14,0.0,0.09,96.16,96.21,96.16,0,6,96.24,221,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.52,94.525,202,500,0.0,6363,0.0,0.02,94.51,94.525,94.505,0,457,94.52,119816,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.74,94.755,36,50,0.0,6286,0.0,0.06,94.69,94.745,94.67,0,1299,94.745,127624,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,94.985,95.02,5,200,0.0,7792,0.0,0.105,94.93,95.02,94.895,0,1905,95.015,105308,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXU24,BAX,BAX,BAX,0,2024-09-18,0,1,95.345,0.0,1,0,0.0,5363,0.0,0.115,95.245,95.355,95.22,0,1625,95.35,69382,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXZ24,BAX,BAX,BAX,0,2024-12-18,0,1,95.56,95.81,10,1,0.0,4374,0.0,0.12,95.48,95.61,95.45,0,937,95.6,56889,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXH25,BAX,BAX,BAX,0,2025-03-19,0,1,0.0,0.0,0,0,0.0,2471,0.0,0.13,95.69,95.83,95.67,0,624,95.83,27310,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXM25,BAX,BAX,BAX,0,2025-06-18,0,1,0.0,0.0,0,0,0.0,1513,0.0,0.12,95.88,96.02,95.85,0,340,96.02,10715,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXU25,BAX,BAX,BAX,0,2025-09-17,0,1,96.05,0.0,13,0,0.0,1502,0.0,0.11,96.02,96.15,96.0,0,302,96.16,7921,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXZ25,BAX,BAX,BAX,0,2025-12-17,0,1,96.2,0.0,2,0,0.0,52,0.0,0.01,96.13,96.17,96.13,0,7,96.28,1152,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-28,BAXH26,BAX,BAX,BAX,0,2026-03-18,0,1,0.0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,1,96.36,227,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-29,BAXZ23,BAX,BAX,BAX,0,2023-12-18,0,1,94.545,94.55,35,121,94.55,7553,94.52,0.03,94.57,94.595,94.53,713784,601,94.545,119892,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-29,BAXH24,BAX,BAX,BAX,0,2024-03-18,0,1,94.53,94.88,60,10,94.815,7270,94.745,0.07,95.28,94.89,94.76,688270,1550,94.81,125959,0,0,,0,bax,quote_BAX_20231101_20231229.csv
2023-11-29,BAXM24,BAX,BAX,BAX,0,2024-06-17,0,1,95.095,95.14,3,3,95.14,9560,95.015,0.125,95.055,95.15,95.035,908658,2201,95.135,103183,0,0,,0,bax,quote_BAX_20231101_20231229.csv
