date,bond_etf_volume_growth
2019-04-26,-15.578635014836795
2019-04-29,12.126537785588742
2019-04-30,-25.07836990595611
2019-05-01,-19.560669456066947
2019-05-02,247.59427828348507
2019-05-03,-64.4968200523756
2019-05-06,52.58166491043204
2019-05-07,-11.187845303867405
2019-05-08,-2.6438569206842955
2019-05-09,-28.83386581469649
2019-05-10,17.620650953984285
2019-05-13,-52.19465648854962
2019-05-14,130.93812375249502
2019-05-15,-37.5972342264477
2019-05-16,6.094182825484773
2019-05-17,50.78328981723237
2019-05-21,57.83549783549784
2019-05-22,-68.34887547997806
2019-05-23,185.61525129982667
2019-05-24,-58.859223300970875
2019-05-27,4.129793510324475
2019-05-28,-2.4079320113314484
2019-05-29,733.0914368650218
2019-05-30,-80.1219512195122
2019-05-31,73.53198948290974
2019-06-03,-60.555555555555564
2019-06-04,12.932138284250971
2019-06-05,-6.575963718820866
2019-06-06,41.747572815533985
2019-06-07,-36.38698630136986
2019-06-10,21.265141318977122
2019-06-11,3.7735849056603765
2019-06-12,5.668449197860959
2019-06-13,-27.834008097165995
2019-06-14,-6.171107994389901
2019-06-17,14.34977578475336
2019-06-18,180.2614379084967
2019-06-19,-48.0410447761194
2019-06-20,31.05924596050269
2019-06-21,-49.520547945205486
2019-06-24,8.141112618724566
2019-06-25,114.930991217064
2019-06-26,-36.66082895504962
2019-06-27,107.09677419354837
2019-06-28,-77.57009345794393
2019-07-02,175.1984126984127
2019-07-03,-33.23720259552992
2019-07-04,11.66306695464363
2019-07-05,84.62282398452612
2019-07-08,-58.77422734415924
2019-07-09,-22.998729351969505
2019-07-10,92.73927392739274
2019-07-11,-15.753424657534243
2019-07-12,-8.130081300813007
2019-07-15,162.0575221238938
2019-07-16,-52.638243984803715
2019-07-17,2.8520499108734443
2019-07-18,-58.83882149046793
2019-07-19,69.47368421052632
2019-07-22,0.248447204968949
2019-07-23,-4.832713754646845
2019-07-24,-11.71875
2019-07-25,53.53982300884957
2019-07-26,33.717579250720455
2019-07-29,36.35057471264367
2019-07-30,-56.48050579557429
2019-07-31,8.353510895883787
2019-08-01,23.240223463687148
2019-08-02,-51.94922937443336
2019-08-06,127.16981132075472
2019-08-07,-19.684385382059798
2019-08-08,17.890382626680456
2019-08-09,-31.57894736842105
2019-08-12,36.15384615384616
2019-08-13,6.4030131826742
2019-08-14,86.37168141592922
2019-08-15,-50.75973409306742
2019-08-16,-2.6036644165863043
2019-08-19,14.752475247524742
2019-08-20,5.0043140638481365
2019-08-21,58.17584223500412
2019-08-22,-30.077922077922082
2019-08-23,-40.63893016344725
2019-08-26,-10.387984981226527
2019-08-27,-18.15642458100558
2019-08-28,120.47781569965869
2019-08-29,20.123839009287934
2019-08-30,-55.09020618556701
2019-09-03,59.54088952654233
2019-09-04,-3.597122302158273
2019-09-05,58.67537313432835
2019-09-06,-1.8224573780129316
2019-09-09,-30.000000000000004
2019-09-10,87.93840889649273
2019-09-11,-8.875739644970416
2019-09-12,-37.66233766233766
2019-09-13,28.365384615384627
2019-09-16,-53.05867665418227
2019-09-17,36.968085106382986
2019-09-18,-7.864077669902914
2019-09-19,34.03582718651212
2019-09-20,-49.52830188679245
2019-09-23,106.69781931464173
2019-09-24,-23.73775433308214
2019-09-25,66.60079051383399
2019-09-26,-33.98576512455516
2019-09-27,-40.97035040431267
2019-09-30,148.70624048706242
2019-10-01,-26.132190942472455
2019-10-02,-23.943661971830988
2019-10-03,87.47276688453158
2019-10-04,-10.284718187100527
2019-10-07,8.160621761658039
2019-10-08,7.18562874251496
2019-10-09,-54.7486033519553
2019-10-10,170.6172839506173
2019-10-11,31.569343065693435
2019-10-15,-45.423023578363384
2019-10-16,-32.46505717916137
2019-10-17,-17.30950141110066
2019-10-18,-16.040955631399324
2019-10-21,109.2140921409214
2019-10-22,-41.32124352331606
2019-10-23,15.011037527593828
2019-10-24,39.73128598848368
2019-10-25,-3.434065934065933
2019-10-28,49.004267425320045
2019-10-29,-57.13603818615751
2019-10-30,27.060133630289542
2019-10-31,-14.811568799298858
2019-11-01,57.20164609053497
2019-11-04,13.219895287958106
2019-11-05,0.0
2019-11-06,-42.369942196531795
2019-11-07,69.10732196589768
2019-11-08,18.742586002372484
2019-11-11,-42.70729270729271
2019-11-12,31.386224934612027
2019-11-13,-24.950232249502324
2019-11-14,44.03183023872679
2019-11-15,-41.6206261510129
2019-11-18,39.8527865404837
2019-11-19,-31.654135338345867
2019-11-20,-18.04180418041804
2019-11-21,61.4765100671141
2019-11-22,-9.975062344139651
2019-11-25,-28.99353647276085
2019-11-26,96.09882964889466
2019-11-27,-36.73740053050398
2019-11-28,-39.62264150943396
2019-11-29,13.541666666666675
2019-12-02,163.91437308868498
2019-12-03,-11.529548088064889
2019-12-04,11.263916175507527
2019-12-05,-36.31547969393761
2019-12-06,-26.98706099815157
2019-12-09,62.40506329113924
2019-12-10,-18.862042088854245
2019-12-11,165.80211335254563
2019-12-12,-36.42934586194434
2019-12-13,-41.1597498578738
2019-12-16,-8.019323671497581
2019-12-17,-8.193277310924374
2019-12-18,132.83752860411903
2019-12-19,-69.28746928746929
2019-12-20,33.11999999999999
2019-12-23,6.971153846153855
2019-12-24,-61.01123595505618
2019-12-27,259.94236311239194
2019-12-30,-1.1208967173738982
2019-12-31,0.6477732793522373
2020-01-02,-16.814159292035402
2020-01-03,1.3539651837524147
2020-01-06,155.82061068702288
2020-01-07,-43.901529280119355
2020-01-08,35.106382978723396
2020-01-09,-42.02755905511811
2020-01-10,1.6977928692699429
2020-01-13,93.65609348914859
2020-01-14,-42.80172413793103
2020-01-15,-11.906556141672942
2020-01-16,52.694610778443106
2020-01-17,-33.333333333333336
2020-01-20,12.6890756302521
2020-01-21,48.844146159582394
2020-01-22,-14.879759519038071
2020-01-23,-40.082401412595644
2020-01-24,93.41846758349706
2020-01-27,-10.512950736414428
2020-01-28,0.05675368898978572
2020-01-29,28.927963698241644
2020-01-30,-53.89353277606688
2020-01-31,41.793893129771
2020-02-03,24.562584118438767
2020-02-04,-54.94327390599676
2020-02-05,162.8297362110312
2020-02-06,-56.66058394160585
2020-02-07,121.05263157894738
2020-02-10,-15.190476190476188
2020-02-11,131.61145423919146
2020-02-12,-52.121212121212125
2020-02-13,-36.75949367088608
2020-02-14,9.207365892714181
2020-02-18,33.43108504398826
2020-02-19,-39.67032967032967
2020-02-20,44.08014571948997
2020-02-21,-34.82932996207333
2020-02-24,50.82444228903977
2020-02-25,23.794212218649523
2020-02-26,-24.0
2020-02-27,-33.01435406698564
2020-02-28,194.59183673469389
2020-03-02,18.63526151714583
2020-03-03,-6.306569343065693
2020-03-04,-61.23402929261452
2020-03-05,91.63987138263666
2020-03-06,-24.66442953020134
2020-03-09,87.41648106904232
2020-03-10,-46.79144385026738
2020-03-11,1.5633724176437713
2020-03-12,343.8152831225948
2020-03-13,-43.490647838473926
2020-03-16,-33.18719859710654
2020-03-17,-60.82677165354331
2020-03-18,430.40201005025125
2020-03-19,2.415916627190895
2020-03-20,-51.125501079247606
2020-03-23,-0.6309148264984188
2020-03-24,-62.0
2020-03-25,300.3341687552214
2020-03-26,-64.92070116861436
2020-03-27,-6.186793575252825
2020-03-30,353.64616360177547
2020-03-31,-81.31115459882582
2020-04-01,70.83021690351534
2020-04-02,38.57267950963224
2020-04-03,-53.80726698262244
2020-04-06,-35.3625170998632
2020-04-07,10.7936507936508
2020-04-08,72.5883476599809
2020-04-09,-6.696181516325406
2020-04-13,101.66073546856467
2020-04-14,-17.000000000000004
2020-04-15,54.35861091424521
2020-04-16,-70.84481175390268
2020-04-17,94.64566929133858
2020-04-20,-4.935275080906154
2020-04-21,-9.23404255319149
2020-04-22,-12.517580872011248
2020-04-23,64.30868167202573
2020-04-24,-82.38747553816047
2020-04-27,-21.29629629629629
2020-04-28,151.76470588235293
2020-04-29,10.46728971962616
2020-04-30,90.35532994923858
2020-05-01,-28.97777777777778
2020-05-04,2.8785982478097605
2020-05-05,-71.65450121654501
2020-05-06,39.48497854077253
2020-05-07,-23.076923076923073
2020-05-08,55.60000000000001
2020-05-11,88.68894601542416
2020-05-12,0.06811989100816707
2020-05-13,-41.660993873383255
2020-05-14,1.4002333722286986
2020-05-15,21.40391254315306
2020-05-19,-24.17061611374408
2020-05-20,-28.249999999999996
2020-05-21,5.226480836236935
2020-05-22,82.61589403973511
2020-05-25,-57.207615593834994
2020-05-26,87.92372881355932
2020-05-27,15.445321307779025
2020-05-28,24.609375
2020-05-29,-70.61128526645768
2020-06-01,409.33333333333337
2020-06-02,-50.6282722513089
2020-06-03,131.49522799575823
2020-06-04,-58.86394869445717
2020-06-05,44.09799554565701
2020-06-08,37.78979907264297
2020-06-09,5.215928210880549
2020-06-10,-43.81663113006397
2020-06-11,-29.791271347248582
2020-06-12,96.0810810810811
2020-06-15,-39.49000689179876
2020-06-16,51.36674259681093
2020-06-17,-55.98194130925508
2020-06-18,-25.64102564102564
2020-06-19,110.8045977011494
2020-06-22,-32.715376226826606
2020-06-23,0.9724473257698651
2020-06-24,131.7817014446228
2020-06-25,-77.90858725761774
2020-06-26,-12.225705329153602
2020-06-29,190.7142857142857
2020-06-30,-4.422604422604426
2020-07-02,27.506426735218504
2020-07-03,-1.7137096774193505
2020-07-06,39.99999999999999
2020-07-07,-48.27838827838827
2020-07-08,310.33994334277617
2020-07-09,-60.027614773904034
2020-07-10,-44.21416234887737
2020-07-13,73.8390092879257
2020-07-14,-65.44968833481745
2020-07-15,103.09278350515463
2020-07-16,-0.8883248730964466
2020-07-17,9.859154929577475
2020-07-20,25.64102564102564
2020-07-21,-33.673469387755105
2020-07-22,67.27272727272727
2020-07-23,-10.284280936454849
2020-07-24,-31.966449207828518
2020-07-27,8.493150684931505
2020-07-28,-42.8030303030303
2020-07-29,57.17439293598234
2020-07-30,-51.82584269662922
2020-07-31,52.186588921282805
2020-08-04,145.97701149425285
2020-08-05,39.33021806853583
2020-08-06,-79.1503633314701
2020-08-07,155.76407506702412
2020-08-10,-38.57442348008385
2020-08-11,118.77133105802046
2020-08-12,9.672386895475826
2020-08-13,-39.26031294452347
2020-08-14,60.65573770491803
2020-08-17,-42.3469387755102
2020-08-18,118.96333754740836
2020-08-19,-37.933025404157036
2020-08-20,-28.279069767441854
2020-08-21,26.45914396887159
2020-08-24,12.410256410256416
2020-08-25,134.21532846715328
2020-08-26,-51.69458511881574
2020-08-27,12.25806451612903
2020-08-28,-38.07471264367817
2020-08-31,51.85614849187936
2020-09-01,4.125286478227652
2020-09-02,-30.74101247248716
2020-09-03,84.95762711864407
2020-09-04,5.498281786941583
2020-09-08,-31.378935939196527
2020-09-09,-40.34810126582279
2020-09-10,64.98673740053052
2020-09-11,-60.85209003215435
2020-09-14,96.30390143737166
2020-09-15,-26.67364016736402
2020-09-16,1.1412268188302432
2020-09-17,70.94499294781383
2020-09-18,-54.12541254125413
2020-09-21,41.90647482014389
2020-09-22,0.25348542458809575
2020-09-23,44.12136536030342
2020-09-24,-44.56140350877193
2020-09-25,33.38607594936709
2020-09-28,78.29181494661921
2020-09-29,-70.25948103792416
2020-09-30,213.87024608501116
2020-10-01,-30.434782608695656
2020-10-02,-10.758196721311474
2020-10-05,84.15614236509758
2020-10-06,66.14713216957607
2020-10-07,-53.77110694183864
2020-10-08,-31.737012987012992
2020-10-09,-18.906064209274675
2020-10-13,26.24633431085044
2020-10-14,17.886178861788625
2020-10-15,40.197044334975374
2020-10-16,-56.7111735769501
2020-10-19,103.89610389610388
2020-10-20,13.933121019108285
2020-10-21,-47.728860936408104
2020-10-22,38.36898395721926
2020-10-23,14.782608695652177
2020-10-26,29.040404040404045
2020-10-27,-59.49119373776908
2020-10-28,57.00483091787441
2020-10-29,29.025641025641026
2020-10-30,-0.6359300476947549
2020-11-02,-18.079999999999995
2020-11-03,17.48046875
2020-11-04,-20.36575228595179
2020-11-05,7.933194154488521
2020-11-06,-23.98452611218569
2020-11-09,197.07379134860054
2020-11-10,-42.74089935760171
2020-11-11,6.35751682872101
2020-11-12,-0.35161744022503827
2020-11-13,103.38743824982357
2020-11-16,-50.55517002081887
2020-11-17,375.3684210526316
2020-11-18,-78.96368467670504
2020-11-19,-46.31578947368421
2020-11-20,24.444444444444446
2020-11-23,28.15126050420169
2020-11-24,3.524590163934427
2020-11-25,57.165479018210604
2020-11-26,-70.88161209068011
2020-11-27,478.8927335640138
2020-11-30,-55.9175134488942
2020-12-01,145.28813559322035
2020-12-02,-37.31343283582089
2020-12-03,-34.25925925925925
2020-12-04,-5.231388329979881
2020-12-07,23.42533616418967
2020-12-08,-40.596330275229356
2020-12-09,71.62162162162163
2020-12-10,-47.637795275590555
2020-12-11,-4.833512352309343
2020-12-14,24.94356659142212
2020-12-15,15.176151761517609
2020-12-16,-23.843137254901958
2020-12-17,56.436663233779605
2020-12-18,25.54312047399605
2020-12-21,-38.01782905086524
2020-12-22,60.236886632825716
2020-12-23,-39.33474128827877
2020-12-24,-62.576153176675376
2020-12-29,154.41860465116278
2020-12-30,-40.493601462522854
2020-12-31,4.915514592933956
2021-01-04,214.05563689604685
2021-01-05,-31.608391608391607
2021-01-06,118.60940695296524
2021-01-07,-49.73495478640474
2021-01-08,14.888337468982638
2021-01-11,-9.611231101511875
2021-01-12,17.32377538829151
2021-01-13,10.53971486761711
2021-01-14,15.66098572086596
2021-01-15,-67.90123456790124
2021-01-18,39.33002481389578
2021-01-19,28.227960819234198
2021-01-20,-10.20833333333333
2021-01-21,34.880123743232794
2021-01-22,-7.798165137614676
2021-01-25,-5.845771144278611
2021-01-26,32.10039630118891
2021-01-27,-11.650000000000006
2021-01-28,-25.749858517260893
2021-01-29,26.52439024390243
2021-02-01,213.6144578313253
2021-02-02,-71.87860161352286
2021-02-03,73.83879781420765
2021-02-04,-17.76031434184676
2021-02-05,5.972288580984242
2021-02-08,40.892696122633
2021-02-09,-63.296
2021-02-10,36.26852659110724
2021-02-11,-4.798464491362764
2021-02-12,31.9220430107527
2021-02-16,12.837493632195617
2021-02-17,5.3724604966139955
2021-02-18,-30.548414738646102
2021-02-19,38.49475632325725
2021-02-22,31.58129175946547
2021-02-23,-6.973595125253896
2021-02-24,-2.4381368267831105
2021-02-25,13.50242446848191
2021-02-26,-16.10253039763392
2021-03-01,-3.4077555816686256
2021-03-02,-27.25060827250608
2021-03-03,0.3901895206243067
2021-03-04,-6.163242642976119
2021-03-05,142.8402366863905
2021-03-08,-60.38011695906433
2021-03-09,-12.607626076260757
2021-03-10,4.081632653061229
2021-03-11,-15.82150101419878
2021-03-12,55.7429718875502
2021-03-15,-39.453326456936566
2021-03-16,20.272572402044297
2021-03-17,43.62606232294617
2021-03-18,-4.339250493096647
2021-03-19,-13.04123711340206
2021-03-22,-17.07172495554238
2021-03-23,-17.869907076483205
2021-03-24,-28.80765883376849
2021-03-25,-14.058679706601463
2021-03-26,-22.048364153627308
2021-03-29,127.18978102189782
2021-03-30,9.7991967871486
2021-03-31,-19.166057059253838
2021-04-01,-1.0859728506787292
2021-04-05,73.10155535224155
2021-04-06,-35.623678646934465
2021-04-07,-9.195402298850574
2021-04-08,-31.916817359855333
2021-04-09,15.139442231075705
2021-04-12,41.86851211072664
2021-04-13,-12.84552845528455
2021-04-14,7.276119402985071
2021-04-15,40.086956521739125
2021-04-16,22.656734947237744
2021-04-19,-48.93724696356275
2021-04-20,15.163528245787905
2021-04-21,10.499139414802073
2021-04-22,38.70716510903427
2021-04-23,-55.642897248736666
2021-04-26,38.86075949367089
2021-04-27,-16.134913400182317
2021-04-28,58.04347826086958
2021-04-29,1.375515818431916
2021-04-30,-18.0461329715061
2021-05-03,3.22847682119205
2021-05-04,-46.43143544506816
2021-05-05,364.6706586826348
2021-05-06,-65.72164948453609
2021-05-07,154.7932330827068
2021-05-10,-47.43637034304684
2021-05-11,135.71929824561403
2021-05-12,-69.69336111938077
2021-05-13,-30.451866404715123
2021-05-14,5.36723163841808
2021-05-17,65.68364611260054
2021-05-18,-7.605177993527512
2021-05-19,73.29246935201401
2021-05-20,-62.961091460333506
2021-05-21,-12.960436562073674
2021-05-25,133.54231974921632
2021-05-26,-24.630872483221477
2021-05-27,-30.63223508459484
2021-05-28,78.81899871630296
2021-05-31,-47.30796841349605
2021-06-01,55.5858310626703
2021-06-02,-7.618213660245187
2021-06-03,31.943127962085317
2021-06-04,-9.05172413793104
2021-06-07,-49.84202211690363
2021-06-08,109.44881889763778
2021-06-09,-3.609022556390973
2021-06-10,-47.26989079563183
2021-06-11,-46.59763313609467
2021-06-14,268.14404432132966
2021-06-15,-22.197140707298722
2021-06-16,26.402321083172154
2021-06-17,20.65799540933435
2021-06-18,-5.453392517438171
2021-06-21,-27.967806841046272
2021-06-22,18.15642458100559
2021-06-23,-24.42868400315209
2021-06-24,8.029197080291972
2021-06-25,72.20077220077219
2021-06-28,-72.6457399103139
2021-06-29,161.68032786885246
2021-06-30,17.227877838684424
2021-07-02,-65.46426185704743
2021-07-05,-5.029013539651839
2021-07-06,93.89002036659878
2021-07-07,3.6764705882353033
2021-07-08,-9.422492401215809
2021-07-09,-9.843400447427298
2021-07-12,34.86352357320099
2021-07-13,55.01379944802207
2021-07-14,-61.83976261127597
2021-07-15,35.614307931570764
2021-07-16,-8.25688073394495
2021-07-19,41.124999999999986
2021-07-20,3.7201062887511016
2021-07-21,-7.941929974380868
2021-07-22,-15.67717996289425
2021-07-23,-56.98569856985698
2021-07-26,95.9079283887468
2021-07-27,-16.4490861618799
2021-07-28,6.562500000000004
2021-07-29,-16.862170087976537
2021-07-30,17.107583774250436
2021-08-03,125.15060240963854
2021-08-04,-17.32441471571906
2021-08-05,-49.676375404530745
2021-08-06,59.0032154340836
2021-08-09,-5.358948432760369
2021-08-10,-7.905982905982912
2021-08-11,11.484918793503486
2021-08-12,-33.1945889698231
2021-08-13,4.828660436137078
2021-08-16,26.597325408618122
2021-08-17,17.723004694835677
2021-08-18,-26.321036889332007
2021-08-19,-0.5412719891745632
2021-08-20,36.59863945578232
2021-08-23,13.346613545816744
2021-08-24,-34.53427065026362
2021-08-25,28.859060402684555
2021-08-26,-50.83333333333333
2021-08-27,254.23728813559322
2021-08-30,-5.622009569377995
2021-08-31,-48.2256020278834
2021-09-01,5.875152998776012
2021-09-02,-17.456647398843927
2021-09-03,-29.13165266106442
2021-09-07,156.7193675889328
2021-09-08,-44.49576597382602
2021-09-09,29.819694868238567
2021-09-10,-16.346153846153843
2021-09-13,36.398467432950184
2021-09-14,-13.20224719101124
2021-09-15,-6.4724919093851145
2021-09-16,38.06228373702423
2021-09-17,-8.771929824561408
2021-09-20,27.747252747252737
2021-09-21,-50.609318996415766
2021-09-22,43.10595065312046
2021-09-23,64.0973630831643
2021-09-24,-22.373300370828186
2021-09-27,-11.544585987261147
2021-09-28,76.05760576057605
2021-09-29,-51.99386503067485
2021-09-30,-29.925452609158675
2021-10-01,78.26747720364742
2021-10-04,-7.843137254901967
2021-10-05,15.911193339500462
2021-10-06,-43.65522745411013
2021-10-07,26.770538243626053
2021-10-08,45.13966480446927
2021-10-12,-11.547344110854507
2021-10-13,88.5117493472585
2021-10-14,-48.24561403508771
2021-10-15,-25.602140945584296
2021-10-18,-41.48681055155875
2021-10-19,267.0081967213115
2021-10-20,-55.9463986599665
2021-10-21,112.6742712294043
2021-10-22,-11.680572109654353
2021-10-25,45.006747638326594
2021-10-26,-42.15914378780828
2021-10-27,113.43523732904264
2021-10-28,-8.820203543158689
2021-10-29,-40.14055394791236
2021-11-01,1.4502762430939287
2021-11-02,-24.642614023144993
2021-11-03,26.016260162601633
2021-11-04,25.304659498207883
2021-11-05,-19.45080091533181
2021-11-08,-5.042613636363635
2021-11-09,61.106955871353776
2021-11-10,-52.831940575673165
2021-11-11,-20.669291338582674
2021-11-12,72.20843672456576
2021-11-15,-20.244956772334298
2021-11-16,35.50135501355014
2021-11-17,-35.6
2021-11-18,-6.62525879917184
2021-11-19,23.281596452328166
2021-11-22,66.18705035971225
2021-11-23,-38.63636363636363
2021-11-24,23.104056437389776
2021-11-25,-32.09169054441261
2021-11-26,118.56540084388185
2021-11-29,10.859073359073367
2021-11-30,-17.457553330430997
2021-12-01,-26.95147679324894
2021-12-02,14.729241877256328
2021-12-03,-4.405286343612335
2021-12-06,-2.2383146807109955
2021-12-07,-42.69360269360269
2021-12-08,141.8331374853114
2021-12-09,-24.9757045675413
2021-12-10,-36.52849740932642
2021-12-13,123.87755102040816
2021-12-14,-42.52506836827712
2021-12-15,72.08564631245045
2021-12-16,-38.66359447004608
2021-12-17,-16.378662659654395
2021-12-20,-12.938005390835583
2021-12-21,10.939112487100111
2021-12-22,3.3488372093023244
2021-12-23,6.840684068406833
2021-12-24,130.9182813816344
2021-12-29,114.37431594308647
2021-12-30,-86.8788291354663
2021-12-31,-30.99870298313878
2022-01-04,322.3684210526316
2022-01-05,24.74410324877614
2022-01-06,-41.38423118087763
2022-01-07,23.858794887401103
2022-01-10,-48.796068796068795
2022-01-11,4.702495201535517
2022-01-12,71.58570119156738
2022-01-13,-19.92521367521367
2022-01-14,-22.948632421614413
2022-01-17,35.411255411255404
2022-01-18,61.82864450127876
2022-01-19,-48.91347293559858
2022-01-20,-45.24361948955916
2022-01-21,83.05084745762711
2022-01-24,81.71296296296295
2022-01-25,-34.140127388535035
2022-01-26,102.70793036750483
2022-01-27,64.88549618320612
2022-01-28,-74.2091049382716
2022-01-31,62.67763649962603
2022-02-01,108.50574712643679
2022-02-02,-72.67916207276737
2022-02-03,17.352703793381764
2022-02-04,-11.072902338376888
2022-02-07,-13.379737045630314
2022-02-08,90.08928571428572
2022-02-09,-62.376702677313304
2022-02-10,247.6903870162297
2022-02-11,139.8922800718133
2022-02-14,-71.15701242328993
2022-02-15,35.962636222106894
2022-02-16,-31.641221374045802
2022-02-17,52.93132328308208
2022-02-18,-59.255202628696615
2022-02-22,4.8387096774193505
2022-02-23,66.23931623931625
2022-02-24,3.547557840616977
2022-02-25,-41.112214498510426
2022-02-28,39.29173693086003
2022-03-01,27.23970944309928
2022-03-02,-49.76213130352045
2022-03-03,31.62878787878789
2022-03-04,46.330935251798564
2022-03-07,-19.272369714847592
2022-03-08,4.019488428745421
2022-03-09,-37.64637002341921
2022-03-10,53.615023474178415
2022-03-11,4.523227383863082
2022-03-14,-15.789473684210531
2022-03-15,12.777777777777777
2022-03-16,-15.147783251231528
2022-03-17,70.60957910014514
2022-03-18,-62.95193534666099
2022-03-21,100.68886337543054
2022-03-22,12.242562929061783
2022-03-23,-4.689092762487257
2022-03-24,-32.085561497326196
2022-03-25,97.40157480314961
2022-03-28,-41.88272836059035
2022-03-29,19.354838709677423
2022-03-30,-46.17596319723979
2022-03-31,161.11111111111111
2022-04-01,-50.286415711947626
2022-04-04,-31.934156378600818
2022-04-05,40.74969770253929
2022-04-06,141.0652920962199
2022-04-07,-28.260869565217394
2022-04-08,-44.90809736711376
2022-04-11,54.82416591523895
2022-04-12,119.16132789749562
2022-04-13,-51.102843475950046
2022-04-14,-13.53260869565217
2022-04-18,-17.15901948460088
2022-04-19,6.449165402124435
2022-04-20,-17.605131860299363
2022-04-21,153.02768166089967
2022-04-22,-20.786324786324784
2022-04-25,-0.6905481225722876
2022-04-26,-21.990438939591485
2022-04-27,-33.64902506963789
2022-04-28,67.17044500419816
2022-04-29,1.0045203415369075
2022-05-02,-5.46991546494281
2022-05-03,-9.153077327722247
2022-05-04,33.46844238563984
2022-05-05,-39.522776572668114
2022-05-06,55.308464849354365
2022-05-09,-25.81986143187067
2022-05-10,-19.800747198007475
2022-05-11,16.770186335403725
2022-05-12,52.127659574468076
2022-05-13,-17.701048951048946
2022-05-16,-35.156664896441846
2022-05-17,13.104013104013102
2022-05-18,-2.172338884866043
2022-05-19,30.3478904515174
2022-05-20,-49.29017603634299
2022-05-24,46.808510638297875
2022-05-25,-20.51868802440885
2022-05-26,-0.19193857965451588
2022-05-27,-5.288461538461542
2022-05-30,14.314720812182745
2022-05-31,34.014209591474255
2022-06-01,-37.11066931742876
2022-06-02,-20.864067439409904
2022-06-03,14.380825565912115
2022-06-06,35.15715948777649
2022-06-07,-16.5374677002584
2022-06-08,23.21981424148607
2022-06-09,80.15075376884423
2022-06-10,-1.9060901906090222
2022-06-13,-30.094786729857827
2022-06-14,6.237288135593211
2022-06-15,70.64454371410338
2022-06-16,-17.015706806282726
2022-06-17,-31.816133393420465
2022-06-20,-75.34699272967615
2022-06-21,76.67560321715818
2022-06-22,5.766312594840661
2022-06-23,53.08464849354375
2022-06-24,2.0618556701030855
2022-06-27,137.465564738292
2022-06-28,34.02938901778809
2022-06-29,-51.44258511252164
2022-06-30,-47.77183600713012
2022-07-04,3.1854379977246827
2022-07-05,90.51819184123484
2022-07-06,-63.83101851851851
2022-07-07,37.12
2022-07-08,77.01283547257876
2022-07-11,-51.87870797626894
2022-07-12,71.5068493150685
2022-07-13,-14.776357827476039
2022-07-14,520.1499531396439
2022-07-15,-66.70696690343057
2022-07-18,-65.81933726736268
2022-07-19,101.99203187250995
2022-07-20,-16.89677843523998
2022-07-21,-15.110759493670889
2022-07-22,20.503261882572232
2022-07-25,-52.668213457076575
2022-07-26,13.0718954248366
2022-07-27,213.728323699422
2022-07-28,79.50253339474895
2022-07-29,-40.620990505517064
2022-08-02,-29.170267934312875
2022-08-03,-17.6327028676022
