date,bond_index_return
2019-04-23,12.304154396057129
2019-04-24,12.367012977600098
2019-04-25,12.359159469604492
2019-04-26,12.374910354614258
2019-04-29,12.351279258728027
2019-04-30,12.367035865783691
2019-05-01,12.38278865814209
2019-05-02,12.31189250946045
2019-05-03,12.335524559020996
2019-05-06,12.351279258728027
2019-05-07,12.398547172546387
2019-05-08,12.38278865814209
2019-05-09,12.398547172546387
2019-05-10,12.374910354614258
2019-05-13,12.422170639038086
2019-05-14,12.406417846679688
2019-05-15,12.4300537109375
2019-05-16,12.4300537109375
2019-05-17,12.4300537109375
2019-05-21,12.374910354614258
2019-05-22,12.390665054321289
2019-05-23,12.453680038452148
2019-05-24,12.477312088012695
2019-05-27,12.500941276550293
2019-05-28,12.516700744628906
2019-05-29,12.516700744628906
2019-05-30,12.524592399597168
2019-05-31,12.564079284667969
2019-06-03,12.619362831115723
2019-06-04,12.60356616973877
2019-06-05,12.619362831115723
2019-06-06,12.60356616973877
2019-06-07,12.619362831115723
2019-06-10,12.587773323059082
2019-06-11,12.571981430053711
2019-06-12,12.595667839050293
2019-06-13,12.63515567779541
2019-06-14,12.65095043182373
2019-06-17,12.658844947814941
2019-06-18,12.674638748168945
2019-06-19,12.682534217834473
2019-06-20,12.6904296875
2019-06-21,12.666744232177734
2019-06-24,12.682534217834473
2019-06-25,12.6904296875
2019-06-26,12.642929077148438
2019-06-27,12.674598693847656
2019-06-28,12.698352813720703
2019-07-02,12.6904296875
2019-07-03,12.71418285369873
2019-07-04,12.70626449584961
2019-07-05,12.619179725646973
2019-07-08,12.611268997192383
2019-07-09,12.619179725646973
2019-07-10,12.619179725646973
2019-07-11,12.587514877319336
2019-07-12,12.595430374145508
2019-07-15,12.611268997192383
2019-07-16,12.603351593017578
2019-07-17,12.658761978149414
2019-07-18,12.674598693847656
2019-07-19,12.674598693847656
2019-07-22,12.698352813720703
2019-07-23,12.6904296875
2019-07-24,12.722099304199219
2019-07-25,12.71418285369873
2019-07-26,12.70626449584961
2019-07-29,12.698328018188477
2019-07-30,12.682455062866211
2019-07-31,12.698328018188477
2019-08-01,12.753884315490723
2019-08-02,12.801497459411621
2019-08-06,12.888803482055664
2019-08-07,12.912612915039062
2019-08-08,12.904675483703613
2019-08-09,12.872931480407715
2019-08-12,12.928483963012695
2019-08-13,12.912612915039062
2019-08-14,12.976104736328125
2019-08-15,13.039596557617188
2019-08-16,12.999917030334473
2019-08-19,12.960227966308594
2019-08-20,12.960227966308594
2019-08-21,12.904675483703613
2019-08-22,12.841193199157715
2019-08-23,12.920548439025879
2019-08-26,12.896740913391113
2019-08-27,12.976104736328125
2019-08-28,12.984060287475586
2019-08-29,12.968149185180664
2019-08-30,12.960189819335938
2019-09-03,12.976104736328125
2019-09-04,12.976104736328125
2019-09-05,12.864720344543457
2019-09-06,12.848811149597168
2019-09-09,12.801077842712402
2019-09-10,12.729470252990723
2019-09-11,12.721515655517578
2019-09-12,12.68968677520752
2019-09-13,12.649909019470215
2019-09-16,12.697649955749512
2019-09-17,12.729470252990723
2019-09-18,12.7612943649292
2019-09-19,12.77720832824707
2019-09-20,12.816987037658691
2019-09-23,12.83289623260498
2019-09-24,12.89654541015625
2019-09-25,12.809026718139648
2019-09-26,12.832955360412598
2019-09-27,12.832955360412598
2019-09-30,12.840935707092285
2019-10-01,12.832955360412598
2019-10-02,12.880810737609863
2019-10-03,12.928665161132812
2019-10-04,12.952591896057129
2019-10-07,12.912715911865234
2019-10-08,12.904743194580078
2019-10-09,12.872835159301758
2019-10-10,12.79307746887207
2019-10-11,12.737248420715332
2019-10-15,12.697369575500488
2019-10-16,12.697369575500488
2019-10-17,12.697369575500488
2019-10-18,12.721292495727539
2019-10-21,12.713319778442383
2019-10-22,12.737248420715332
2019-10-23,12.745223045349121
2019-10-24,12.72927474975586
2019-10-25,12.713319778442383
2019-10-28,12.625588417053223
2019-10-29,12.649574279785156
2019-10-30,12.761518478393555
2019-10-31,12.801501274108887
2019-11-01,12.785507202148438
2019-11-04,12.721537590026855
2019-11-05,12.665567398071289
2019-11-06,12.721537590026855
2019-11-07,12.67356014251709
2019-11-08,12.70554256439209
2019-11-11,12.70554256439209
2019-11-12,12.689553260803223
2019-11-13,12.737530708312988
2019-11-14,12.801501274108887
2019-11-15,12.809494972229004
2019-11-18,12.809494972229004
2019-11-19,12.849472045898438
2019-11-20,12.881454467773438
2019-11-21,12.841477394104004
2019-11-22,12.849472045898438
2019-11-25,12.849472045898438
2019-11-26,12.881454467773438
2019-11-27,12.857413291931152
2019-11-28,12.865427017211914
2019-11-29,12.873441696166992
2019-12-02,12.825346946716309
2019-12-03,12.88145637512207
2019-12-04,12.80931282043457
2019-12-05,12.753201484680176
2019-12-06,12.777252197265625
2019-12-09,12.753201484680176
2019-12-10,12.753201484680176
2019-12-11,12.76923656463623
2019-12-12,12.705107688903809
2019-12-13,12.777252197265625
2019-12-16,12.761221885681152
2019-12-17,12.761221885681152
2019-12-18,12.737170219421387
2019-12-19,12.76923656463623
2019-12-20,12.80931282043457
2019-12-23,12.793282508850098
2019-12-24,12.801294326782227
2019-12-27,12.817368507385254
2019-12-30,12.777194023132324
2019-12-31,12.745048522949219
2020-01-02,12.777194023132324
2020-01-03,12.849514961242676
2020-01-06,12.817368507385254
2020-01-07,12.809331893920898
2020-01-08,12.777194023132324
2020-01-09,12.793264389038086
2020-01-10,12.817368507385254
2020-01-13,12.809331893920898
2020-01-14,12.825407028198242
2020-01-15,12.865589141845703
2020-01-16,12.849514961242676
2020-01-17,12.841477394104004
2020-01-20,12.849514961242676
2020-01-21,12.88969612121582
2020-01-22,12.945944786071777
2020-01-23,12.9780912399292
2020-01-24,13.02630615234375
2020-01-27,13.098628997802734
2020-01-28,13.042378425598145
2020-01-29,13.066545486450195
2020-01-30,13.066545486450195
2020-01-31,13.090712547302246
2020-02-03,13.106823921203613
2020-02-04,13.066545486450195
2020-02-05,13.026269912719727
2020-02-06,13.050436019897461
2020-02-07,13.090712547302246
2020-02-10,13.122940063476562
2020-02-11,13.074601173400879
2020-02-12,13.034323692321777
2020-02-13,13.034323692321777
2020-02-14,13.074601173400879
2020-02-18,13.106823921203613
2020-02-19,13.090712547302246
2020-02-20,13.130990982055664
2020-02-21,13.179330825805664
2020-02-24,13.227660179138184
2020-02-25,13.195441246032715
2020-02-26,13.155062675476074
2020-02-27,13.163134574890137
2020-02-28,13.155062675476074
2020-03-02,13.171216011047363
2020-03-03,13.316573143005371
2020-03-04,13.316573143005371
2020-03-05,13.397330284118652
2020-03-06,13.51846981048584
2020-03-09,13.558841705322266
2020-03-10,13.470006942749023
2020-03-11,13.260041236877441
2020-03-12,12.727055549621582
2020-03-13,12.872417449951172
2020-03-16,12.355585098266602
2020-03-17,12.5413236618042
2020-03-18,11.321913719177246
2020-03-19,12.234447479248047
2020-03-20,12.299053192138672
2020-03-23,12.307130813598633
2020-03-24,12.37173080444336
2020-03-25,12.630154609680176
2020-03-26,12.517098426818848
2020-03-27,12.614253997802734
2020-03-30,12.670926094055176
2020-03-31,12.77618408203125
2020-04-01,12.670926094055176
2020-04-02,12.865239143371582
2020-04-03,12.857146263122559
2020-04-06,12.832852363586426
2020-04-07,12.768088340759277
2020-04-08,12.792376518249512
2020-04-09,12.897625923156738
2020-04-13,12.946205139160156
2020-04-14,12.97049331665039
2020-04-15,13.229578018188477
2020-04-16,13.237678527832031
2020-04-17,13.261969566345215
2020-04-20,13.229578018188477
2020-04-21,13.270062446594238
2020-04-22,13.237678527832031
2020-04-23,13.24577522277832
2020-04-24,13.278158187866211
2020-04-27,13.261969566345215
2020-04-28,13.294435501098633
2020-04-29,13.310663223266602
2020-04-30,13.375598907470703
2020-05-01,13.432403564453125
2020-05-04,13.391827583312988
2020-05-05,13.408053398132324
2020-05-06,13.351244926452637
2020-05-07,13.399937629699707
2020-05-08,13.383710861206055
2020-05-11,13.351244926452637
2020-05-12,13.367474555969238
2020-05-13,13.335013389587402
2020-05-14,13.367474555969238
2020-05-15,13.391827583312988
2020-05-19,13.343128204345703
2020-05-20,13.391827583312988
2020-05-21,13.383710861206055
2020-05-22,13.424298286437988
2020-05-25,13.456757545471191
2020-05-26,13.440526008605957
2020-05-27,13.440519332885742
2020-05-28,13.4242525100708
2020-05-29,13.440519332885742
2020-06-01,13.448660850524902
2020-06-02,13.440519332885742
2020-06-03,13.407984733581543
2020-06-04,13.37543773651123
2020-06-05,13.326624870300293
2020-06-08,13.391706466674805
2020-06-09,13.448660850524902
2020-06-10,13.513744354248047
2020-06-11,13.521886825561523
2020-06-12,13.538155555725098
2020-06-15,13.603240966796875
2020-06-16,13.578835487365723
2020-06-17,13.619521141052246
2020-06-18,13.627646446228027
2020-06-19,13.627646446228027
2020-06-22,13.6439208984375
2020-06-23,13.635787963867188
2020-06-24,13.603240966796875
2020-06-25,13.627646446228027
2020-06-26,13.6358060836792
2020-06-29,13.652121543884277
2020-06-30,13.668426513671875
2020-07-02,13.652121543884277
2020-07-03,13.660270690917969
2020-07-06,13.676581382751465
2020-07-07,13.709202766418457
2020-07-08,13.643962860107422
2020-07-09,13.652121543884277
2020-07-10,13.660270690917969
2020-07-13,13.676581382751465
2020-07-14,13.692893981933594
2020-07-15,13.692893981933594
2020-07-16,13.749984741210938
2020-07-17,13.749984741210938
2020-07-20,13.758132934570312
2020-07-21,13.78260326385498
2020-07-22,13.766287803649902
2020-07-23,13.766287803649902
2020-07-24,13.78260326385498
2020-07-27,13.766287803649902
2020-07-28,13.815225601196289
2020-07-29,13.807047843933105
2020-07-30,13.831572532653809
2020-07-31,13.856101036071777
2020-08-04,13.896970748901367
2020-08-05,13.864272117614746
2020-08-06,13.888797760009766
2020-08-07,13.872451782226562
2020-08-10,13.847920417785645
2020-08-11,13.7661714553833
2020-08-12,13.725306510925293
2020-08-13,13.684435844421387
2020-08-14,13.684435844421387
2020-08-17,13.717129707336426
2020-08-18,13.749823570251465
2020-08-19,13.725306510925293
2020-08-20,13.741653442382812
2020-08-21,13.749823570251465
2020-08-24,13.749823570251465
2020-08-25,13.708950996398926
2020-08-26,13.684435844421387
2020-08-27,13.651651382446289
2020-08-28,13.651651382446289
2020-08-31,13.67623519897461
2020-09-01,13.741786003112793
2020-09-02,13.79095458984375
2020-09-03,13.782755851745605
2020-09-04,13.725398063659668
2020-09-08,13.758179664611816
2020-09-09,13.749988555908203
2020-09-10,13.766374588012695
2020-09-11,13.79095458984375
2020-09-14,13.79095458984375
2020-09-15,13.79095458984375
2020-09-16,13.758179664611816
2020-09-17,13.782755851745605
2020-09-18,13.774563789367676
2020-09-21,13.782755851745605
2020-09-22,13.774563789367676
2020-09-23,13.766374588012695
2020-09-24,13.758179664611816
2020-09-25,13.758179664611816
2020-09-28,13.749968528747559
2020-09-29,13.758176803588867
2020-09-30,13.71711540222168
2020-10-01,13.725322723388672
2020-10-02,13.741748809814453
2020-10-05,13.676040649414062
2020-10-06,13.708897590637207
2020-10-07,13.676040649414062
2020-10-08,13.684253692626953
2020-10-09,13.684253692626953
2020-10-13,13.71711540222168
2020-10-14,13.733532905578613
2020-10-15,13.733532905578613
2020-10-16,13.741748809814453
2020-10-19,13.708897590637207
2020-10-20,13.676040649414062
2020-10-21,13.667827606201172
2020-10-22,13.643184661865234
2020-10-23,13.659611701965332
2020-10-26,13.659611701965332
2020-10-27,13.684253692626953
2020-10-28,13.692487716674805
2020-10-29,13.65131950378418
2020-10-30,13.601914405822754
2020-11-02,13.634851455688477
2020-11-03,13.601914405822754
2020-11-04,13.676024436950684
2020-11-05,13.68425464630127
2020-11-06,13.6677885055542
2020-11-09,13.585450172424316
2020-11-10,13.585450172424316
2020-11-11,13.560748100280762
2020-11-12,13.626611709594727
2020-11-13,13.626611709594727
2020-11-16,13.634851455688477
2020-11-17,13.65131950378418
2020-11-18,13.65131950378418
2020-11-19,13.68425464630127
2020-11-20,13.717187881469727
2020-11-23,13.700723648071289
2020-11-24,13.68425464630127
2020-11-25,13.68425464630127
2020-11-26,13.700723648071289
2020-11-27,13.741988182067871
2020-11-30,13.750240325927734
2020-12-01,13.717223167419434
2020-12-02,13.6759614944458
2020-12-03,13.700725555419922
2020-12-04,13.63469409942627
2020-12-07,13.6759614944458
2020-12-08,13.6759614944458
2020-12-09,13.6759614944458
2020-12-10,13.69247055053711
2020-12-11,13.708972930908203
2020-12-14,13.69247055053711
2020-12-15,13.700725555419922
2020-12-16,13.708972930908203
2020-12-17,13.69247055053711
2020-12-18,13.717223167419434
2020-12-21,13.717223167419434
2020-12-22,13.741988182067871
2020-12-23,13.725478172302246
2020-12-24,13.741988182067871
2020-12-29,13.766805648803711
2020-12-30,13.7750825881958
2020-12-31,13.80817699432373
2021-01-04,13.80817699432373
2021-01-05,13.766805648803711
2021-01-06,13.717169761657715
2021-01-07,13.675800323486328
2021-01-08,13.675800323486328
2021-01-11,13.65925407409668
2021-01-12,13.626163482666016
2021-01-13,13.667527198791504
2021-01-14,13.642704963684082
2021-01-15,13.684077262878418
2021-01-18,13.700623512268066
2021-01-19,13.684077262878418
2021-01-20,13.675800323486328
2021-01-21,13.65925407409668
2021-01-22,13.650983810424805
2021-01-25,13.675800323486328
2021-01-26,13.667527198791504
2021-01-27,13.659235954284668
2021-01-28,13.64264965057373
2021-01-29,13.650940895080566
2021-02-01,13.659235954284668
2021-02-02,13.634352684020996
2021-02-03,13.592885971069336
2021-02-04,13.57630443572998
2021-02-05,13.543127059936523
2021-02-08,13.543127059936523
2021-02-09,13.551416397094727
2021-02-10,13.551416397094727
2021-02-11,13.551416397094727
2021-02-12,13.518248558044434
2021-02-16,13.435311317443848
2021-02-17,13.451897621154785
2021-02-18,13.410430908203125
2021-02-19,13.344084739685059
2021-02-22,13.31091022491455
2021-02-23,13.261149406433105
2021-02-24,13.2362060546875
2021-02-25,13.169695854187012
2021-02-26,13.286096572875977
2021-03-01,13.311037063598633
2021-03-02,13.311037063598633
2021-03-03,13.269465446472168
2021-03-04,13.169695854187012
2021-03-05,13.169695854187012
2021-03-08,13.144752502441406
2021-03-09,13.194635391235352
2021-03-10,13.2362060546875
2021-03-11,13.186322212219238
2021-03-12,13.069924354553223
2021-03-15,13.08655071258545
2021-03-16,13.061612129211426
2021-03-17,13.036664962768555
2021-03-18,12.995098114013672
2021-03-19,13.011727333068848
2021-03-22,13.053297996520996
2021-03-23,13.094870567321777
2021-03-24,13.153069496154785
2021-03-25,13.144752502441406
2021-03-26,13.128120422363281
2021-03-29,13.086446762084961
2021-03-30,13.111454010009766
2021-03-31,13.103118896484375
2021-04-01,13.136460304260254
2021-04-05,13.111454010009766
2021-04-06,13.1697998046875
2021-04-07,13.153128623962402
2021-04-08,13.186471939086914
2021-04-09,13.178136825561523
2021-04-12,13.161468505859375
2021-04-13,13.178136825561523
2021-04-14,13.153128623962402
2021-04-15,13.219816207885742
2021-04-16,13.161468505859375
2021-04-19,13.136460304260254
2021-04-20,13.136460304260254
2021-04-21,13.136460304260254
2021-04-22,13.128121376037598
2021-04-23,13.128121376037598
2021-04-26,13.103118896484375
2021-04-27,13.086446762084961
2021-04-28,13.111519813537598
2021-04-29,13.103165626525879
2021-04-30,13.111519813537598
2021-05-03,13.103165626525879
2021-05-04,13.128231048583984
2021-05-05,13.144944190979004
2021-05-06,13.136585235595703
2021-05-07,13.153301239013672
2021-05-10,13.119869232177734
2021-05-11,13.086447715759277
2021-05-12,13.036304473876953
2021-05-13,13.061378479003906
2021-05-14,13.06973648071289
2021-05-17,13.061378479003906
2021-05-18,13.06973648071289
2021-05-19,13.06973648071289
2021-05-20,13.094805717468262
2021-05-21,13.111519813537598
2021-05-25,13.170012474060059
2021-05-26,13.195147514343262
2021-05-27,13.178389549255371
2021-05-28,13.170011520385742
2021-05-31,13.195147514343262
2021-06-01,13.195147514343262
2021-06-02,13.228657722473145
2021-06-03,13.186772346496582
2021-06-04,13.237034797668457
2021-06-07,13.237034797668457
2021-06-08,13.245414733886719
2021-06-09,13.270549774169922
2021-06-10,13.28730583190918
2021-06-11,13.295681953430176
2021-06-14,13.270549774169922
2021-06-15,13.295681953430176
2021-06-16,13.245414733886719
2021-06-17,13.28730583190918
2021-06-18,13.329191207885742
2021-06-21,13.304060935974121
2021-06-22,13.32081413269043
2021-06-23,13.31243896484375
2021-06-24,13.329191207885742
2021-06-25,13.270549774169922
2021-06-28,13.312541961669922
2021-06-29,13.295745849609375
2021-06-30,13.320942878723145
2021-07-02,13.329341888427734
2021-07-05,13.320942878723145
2021-07-06,13.362935066223145
2021-07-07,13.396533966064453
2021-07-08,13.413331031799316
2021-07-09,13.354537010192871
2021-07-12,13.354537010192871
2021-07-13,13.337740898132324
2021-07-14,13.388134956359863
2021-07-15,13.421731948852539
2021-07-16,13.421731948852539
2021-07-19,13.514121055603027
2021-07-20,13.463729858398438
2021-07-21,13.430130004882812
2021-07-22,13.463729858398438
2021-07-23,13.446928024291992
2021-07-26,13.430130004882812
2021-07-27,13.480522155761719
2021-07-28,13.480522155761719
2021-07-29,13.472108840942383
2021-07-30,13.472108840942383
2021-08-03,13.522623062133789
2021-08-04,13.514203071594238
2021-08-05,13.505788803100586
2021-08-06,13.446844100952148
2021-08-09,13.430005073547363
2021-08-10,13.404745101928711
2021-08-11,13.404745101928711
2021-08-12,13.404745101928711
2021-08-13,13.455265998840332
2021-08-16,13.480522155761719
2021-08-17,13.480522155761719
2021-08-18,13.472108840942383
2021-08-19,13.497367858886719
2021-08-20,13.480522155761719
2021-08-23,13.463685989379883
2021-08-24,13.446844100952148
2021-08-25,13.396322250366211
2021-08-26,13.438421249389648
2021-08-27,13.472186088562012
2021-08-30,13.472186088562012
2021-08-31,13.438422203063965
2021-09-01,13.505956649780273
2021-09-02,13.522838592529297
2021-09-03,13.505956649780273
2021-09-07,13.46374797821045
2021-09-08,13.472186088562012
2021-09-09,13.505956649780273
2021-09-10,13.438422203063965
2021-09-13,13.455305099487305
2021-09-14,13.505956649780273
2021-09-15,13.455305099487305
2021-09-16,13.446869850158691
2021-09-17,13.396217346191406
2021-09-20,13.446869850158691
2021-09-21,13.42997932434082
2021-09-22,13.46374797821045
2021-09-23,13.37089729309082
2021-09-24,13.320247650146484
2021-09-27,13.320247650146484
2021-09-28,13.269474983215332
2021-09-29,13.252545356750488
2021-09-30,13.252545356750488
2021-10-01,13.286397933959961
2021-10-04,13.286397933959961
2021-10-05,13.244083404541016
2021-10-06,13.26101016998291
2021-10-07,13.218695640563965
2021-10-08,13.150993347167969
2021-10-12,13.150993347167969
2021-10-13,13.176383018493652
2021-10-14,13.252545356750488
2021-10-15,13.21023178100586
2021-10-18,13.218695640563965
2021-10-19,13.176383018493652
2021-10-20,13.176383018493652
2021-10-21,13.12560749053955
2021-10-22,13.150993347167969
2021-10-25,13.15945816040039
2021-10-26,13.184846878051758
2021-10-27,13.210298538208008
2021-10-28,13.184846878051758
2021-10-29,13.108487129211426
2021-11-01,13.099997520446777
2021-11-02,13.09151554107666
2021-11-03,13.099997520446777
2021-11-04,13.159393310546875
2021-11-05,13.210298538208008
2021-11-08,13.184846878051758
2021-11-09,13.218786239624023
2021-11-10,13.125456809997559
2021-11-11,13.125456809997559
2021-11-12,13.13393783569336
2021-11-15,13.09151554107666
2021-11-16,13.049093246459961
2021-11-17,13.11697006225586
2021-11-18,13.108487129211426
2021-11-19,13.14242172241211
2021-11-22,13.049093246459961
2021-11-23,12.998189926147461
2021-11-24,13.057580947875977
2021-11-25,13.057580947875977
2021-11-26,13.185176849365234
2021-11-29,13.17667007446289
2021-11-30,13.193685531616211
2021-12-01,13.278749465942383
2021-12-02,13.304267883300781
2021-12-03,13.338295936584473
2021-12-06,13.270242691040039
2021-12-07,13.227707862854004
2021-12-08,13.244722366333008
2021-12-09,13.270242691040039
2021-12-10,13.304267883300781
2021-12-13,13.372318267822266
2021-12-14,13.329787254333496
2021-12-15,13.372318267822266
2021-12-16,13.440374374389648
2021-12-17,13.474397659301758
2021-12-20,13.397838592529297
2021-12-21,13.346800804138184
2021-12-22,13.397838592529297
2021-12-23,13.38082504272461
2021-12-24,13.363814353942871
2021-12-29,13.37234115600586
2021-12-30,13.397927284240723
2021-12-31,13.449098587036133
2022-01-04,13.287060737609863
2022-01-05,13.23589038848877
2022-01-06,13.176192283630371
2022-01-07,13.133546829223633
2022-01-10,13.133546829223633
2022-01-11,13.142077445983887
2022-01-12,13.116491317749023
2022-01-13,13.142077445983887
2022-01-14,13.090907096862793
2022-01-17,13.048267364501953
2022-01-18,12.95445728302002
2022-01-19,12.971513748168945
2022-01-20,12.988568305969238
2022-01-21,13.039740562438965
2022-01-24,12.980040550231934
2022-01-25,12.988568305969238
2022-01-26,12.945927619934082
2022-01-27,13.022886276245117
2022-01-28,12.997234344482422
2022-01-31,12.963029861450195
2022-02-01,12.920276641845703
2022-02-02,13.022886276245117
2022-02-03,12.963029861450195
2022-02-04,12.911725044250488
2022-02-07,12.920276641845703
2022-02-08,12.877524375915527
2022-02-09,12.894622802734375
2022-02-10,12.792016983032227
2022-02-11,12.843318939208984
2022-02-14,12.792016983032227
2022-02-15,12.757811546325684
2022-02-16,12.774911880493164
2022-02-17,12.800562858581543
2022-02-18,12.826216697692871
2022-02-22,12.783468246459961
2022-02-23,12.732158660888672
2022-02-24,12.740730285644531
2022-02-25,12.809321403503418
2022-02-28,12.877911567687988
2022-03-01,13.015094757080078
2022-03-02,12.929356575012207
2022-03-03,12.937932014465332
2022-03-04,13.006523132324219
2022-03-07,12.903634071350098
2022-03-08,12.826472282409668
2022-03-09,12.783600807189941
2022-03-10,12.715014457702637
2022-03-11,12.654995918273926
2022-03-14,12.526385307312012
2022-03-15,12.474940299987793
2022-03-16,12.526385307312012
2022-03-17,12.543535232543945
2022-03-18,12.569252014160156
2022-03-21,12.457795143127441
2022-03-22,12.363480567932129
2022-03-23,12.474940299987793
2022-03-24,12.423500061035156
2022-03-25,12.329187393188477
2022-03-28,12.380627632141113
2022-03-29,12.406420707702637
2022-03-30,12.44941234588623
2022-03-31,12.483802795410156
2022-04-01,12.458009719848633
2022-04-04,12.466609001159668
2022-04-05,12.397825241088867
2022-04-06,12.380629539489746
2022-04-07,12.337639808654785
2022-04-08,12.294657707214355
2022-04-11,12.225872993469238
2022-04-12,12.286056518554688
2022-04-13,12.303253173828125
2022-04-14,12.182882308959961
2022-04-18,12.174283981323242
2022-04-19,12.122701644897461
2022-04-20,12.114104270935059
2022-04-21,12.045319557189941
2022-04-22,12.028124809265137
2022-04-25,12.088312149047852
2022-04-26,12.139897346496582
2022-04-27,12.079540252685547
2022-04-28,12.131275177001953
2022-04-29,12.053675651550293
2022-05-02,11.984699249267578
2022-05-03,11.984699249267578
2022-05-04,12.027811050415039
2022-05-05,11.924344062805176
2022-05-06,11.846747398376465
2022-05-09,11.932966232299805
2022-05-10,11.932966232299805
2022-05-11,11.941588401794434
2022-05-12,11.99332332611084
2022-05-13,11.984699249267578
2022-05-16,12.019184112548828
2022-05-17,11.924344062805176
2022-05-18,11.95020580291748
2022-05-19,12.019184112548828
2022-05-20,12.053675651550293
2022-05-24,12.079540252685547
2022-05-25,12.122653007507324
2022-05-26,12.105409622192383
2022-05-27,12.131346702575684
2022-05-30,12.10540771484375
2022-05-31,12.053526878356934
2022-06-01,12.00164794921875
2022-06-02,11.975708961486816
2022-06-03,11.923821449279785
2022-06-06,11.820064544677734
2022-06-07,11.811413764953613
2022-06-08,11.759542465209961
2022-06-09,11.768186569213867
2022-06-10,11.673072814941406
2022-06-13,11.552017211914062
2022-06-14,11.46555233001709
2022-06-15,11.54337215423584
2022-06-16,11.603898048400879
2022-06-17,11.612546920776367
2022-06-20,11.5866060256958
2022-06-21,11.54337215423584
2022-06-22,11.603898048400879
2022-06-23,11.690369606018066
2022-06-24,11.699012756347656
2022-06-27,11.647132873535156
2022-06-28,11.673151016235352
2022-06-29,11.751200675964355
2022-06-30,11.794565200805664
2022-07-04,11.829255104064941
2022-07-05,11.898630142211914
2022-07-06,11.820584297180176
2022-07-07,11.803238868713379
2022-07-08,11.742527961730957
2022-07-11,11.777217864990234
2022-07-12,11.820584297180176
2022-07-13,11.846595764160156
2022-07-14,11.846595764160156
2022-07-15,11.91598129272461
2022-07-18,11.889960289001465
2022-07-19,11.889960289001465
2022-07-20,11.881288528442383
2022-07-21,12.002705574035645
2022-07-22,12.115447998046875
2022-07-25,12.080755233764648
2022-07-26,12.106773376464844
2022-07-27,12.124166488647461
2022-07-28,12.25462818145752
2022-07-29,12.25462818145752
2022-08-02,12.176351547241211
2022-08-03,12.193748474121094
2022-08-04,12.211143493652344
2022-08-05,12.158957481384277
2022-08-08,12.18504810333252
2022-08-09,12.167652130126953
2022-08-10,12.219837188720703
2022-08-11,12.141563415527344
2022-08-12,12.167652130126953
2022-08-15,12.167652130126953
2022-08-16,12.141563415527344
2022-08-17,12.089378356933594
2022-08-18,12.071983337402344
2022-08-19,12.037198066711426
2022-08-22,11.95021915435791
2022-08-23,11.932822227478027
2022-08-24,11.906730651855469
2022-08-25,11.967612266540527
2022-08-26,11.958917617797852
2022-08-29,11.92402458190918
2022-08-30,11.941469192504883
2022-08-31,11.906579971313477
2022-09-01,11.854241371154785
2022-09-02,11.897856712341309
2022-09-06,11.828073501586914
2022-09-07,11.88040828704834
2022-09-08,11.810628890991211
2022-09-09,11.88913631439209
2022-09-12,11.871689796447754
2022-09-13,11.819348335266113
2022-09-14,11.854241371154785
2022-09-15,11.871689796447754
2022-09-16,11.871689796447754
