date,gic_5y
1986-06-18,9.5
1986-06-25,9.75
1986-07-02,9.75
1986-07-09,9.5
1986-07-16,9.5
1986-07-23,9.5
1986-07-30,9.5
1986-08-06,9.5
1986-08-13,9.5
1986-08-20,9.5
1986-08-27,9.5
1986-09-03,9.5
1986-09-10,9.5
1986-09-17,9.75
1986-09-24,9.75
1986-10-01,9.75
1986-10-08,9.75
1986-10-15,9.75
1986-10-22,9.75
1986-10-29,9.75
1986-11-05,9.75
1986-11-12,9.75
1986-11-19,9.75
1986-11-26,9.5
1986-12-03,9.5
1986-12-10,9.5
1986-12-17,9.5
1986-12-24,9.25
1986-12-31,9.25
1987-01-07,9.25
1987-01-14,9.0
1987-01-21,9.0
1987-01-28,8.75
1987-02-04,8.75
1987-02-11,8.5
1987-02-18,8.5
1987-02-25,8.5
1987-03-04,8.5
1987-03-11,8.5
1987-03-18,8.5
1987-03-25,8.25
1987-04-01,8.25
1987-04-08,8.25
1987-04-15,8.25
1987-04-22,8.75
1987-04-29,9.0
1987-05-06,9.0
1987-05-13,9.25
1987-05-20,9.25
1987-05-27,9.5
1987-06-03,9.5
1987-06-10,9.5
1987-06-17,9.5
1987-06-24,9.5
1987-07-01,9.5
1987-07-08,9.5
1987-07-15,9.5
1987-07-22,9.5
1987-07-29,9.5
1987-08-05,9.75
1987-08-12,9.75
1987-08-19,9.75
1987-08-26,9.75
1987-09-02,9.75
1987-09-09,9.75
1987-09-16,10.0
1987-09-23,10.25
1987-09-30,10.25
1987-10-07,10.25
1987-10-14,10.5
1987-10-21,10.5
1987-10-28,9.75
1987-11-04,10.0
1987-11-11,10.0
1987-11-18,10.0
1987-11-25,10.0
1987-12-02,10.0
1987-12-09,10.0
1987-12-16,10.25
1987-12-23,10.25
1987-12-30,10.25
1988-01-06,10.25
1988-01-13,10.25
1988-01-20,10.25
1988-01-27,10.25
1988-02-03,10.0
1988-02-10,9.75
1988-02-17,9.75
1988-02-24,9.75
1988-03-02,9.75
1988-03-09,9.5
1988-03-16,9.5
1988-03-23,9.5
1988-03-30,9.5
1988-04-06,9.5
1988-04-13,9.5
1988-04-20,9.5
1988-04-27,9.5
1988-05-04,9.5
1988-05-11,9.5
1988-05-18,9.75
1988-05-25,9.75
1988-06-01,9.75
1988-06-08,10.0
1988-06-15,10.0
1988-06-22,9.75
1988-06-29,9.75
1988-07-06,9.75
1988-07-13,9.75
1988-07-20,10.0
1988-07-27,10.0
1988-08-03,10.0
1988-08-10,10.0
1988-08-17,10.25
1988-08-24,10.25
1988-08-31,10.5
1988-09-07,10.5
1988-09-14,10.5
1988-09-21,10.5
1988-09-28,10.25
1988-10-05,10.25
1988-10-12,10.25
1988-10-19,10.25
1988-10-26,10.0
1988-11-02,10.0
1988-11-09,10.0
1988-11-16,10.0
1988-11-23,10.0
1988-11-30,10.25
1988-12-07,10.25
1988-12-14,10.5
1988-12-21,10.5
1988-12-28,10.5
1989-01-04,10.5
1989-01-11,10.5
1989-01-18,10.5
1989-01-25,10.5
1989-02-01,10.5
1989-02-08,10.5
1989-02-15,10.5
1989-02-22,10.5
1989-03-01,10.5
1989-03-08,10.5
1989-03-15,10.5
1989-03-22,10.75
1989-03-29,10.75
1989-04-05,10.75
1989-04-12,10.75
1989-04-19,10.75
1989-04-26,10.75
1989-05-03,10.75
1989-05-10,10.75
1989-05-17,10.25
1989-05-24,10.25
1989-05-31,10.25
1989-06-07,10.25
1989-06-14,10.0
1989-06-21,10.0
1989-06-28,9.75
1989-07-05,9.75
1989-07-12,9.75
1989-07-19,9.75
1989-07-26,9.75
1989-08-02,9.75
1989-08-09,9.75
1989-08-16,9.75
1989-08-23,9.75
1989-08-30,9.75
1989-09-06,9.75
1989-09-13,9.75
1989-09-20,10.0
1989-09-27,10.0
1989-10-04,10.0
1989-10-11,10.0
1989-10-18,10.0
1989-10-25,10.0
1989-11-01,10.0
1989-11-08,10.0
1989-11-15,10.0
1989-11-22,10.0
1989-11-29,10.0
1989-12-06,10.0
1989-12-13,10.0
1989-12-20,10.0
1989-12-27,10.0
1990-01-03,10.0
1990-01-10,10.0
1990-01-17,10.0
1990-01-24,10.25
1990-01-31,10.25
1990-02-07,10.25
1990-02-14,10.25
1990-02-21,10.75
1990-02-28,10.75
1990-03-07,10.75
1990-03-14,10.75
1990-03-21,10.75
1990-03-28,11.0
1990-04-04,11.0
1990-04-11,11.0
1990-04-18,11.25
1990-04-25,11.75
1990-05-02,11.75
1990-05-09,11.75
1990-05-16,11.75
1990-05-23,11.75
1990-05-30,11.75
1990-06-06,11.75
1990-06-13,11.75
1990-06-20,11.75
1990-06-27,11.75
1990-07-04,11.75
1990-07-11,11.75
1990-07-18,11.75
1990-07-25,11.75
1990-08-01,11.75
1990-08-08,11.25
1990-08-15,11.25
1990-08-22,11.0
1990-08-29,11.0
1990-09-05,11.0
1990-09-12,11.0
1990-09-19,11.0
1990-09-26,10.75
1990-10-03,10.75
1990-10-10,10.75
1990-10-17,10.75
1990-10-24,10.75
1990-10-31,10.75
1990-11-07,10.75
1990-11-14,10.75
1990-11-21,10.75
1990-11-28,10.25
1990-12-05,10.25
1990-12-12,10.25
1990-12-19,10.25
1990-12-26,10.0
1991-01-02,10.0
1991-01-09,10.0
1991-01-16,10.0
1991-01-23,9.75
1991-01-30,9.75
1991-02-06,9.5
1991-02-13,9.25
1991-02-20,9.25
1991-02-27,9.0
1991-03-06,9.0
1991-03-13,9.0
1991-03-20,9.0
1991-03-27,9.0
1991-04-03,9.0
1991-04-10,8.75
1991-04-17,8.75
1991-04-24,8.75
1991-05-01,8.75
1991-05-08,8.75
1991-05-15,8.75
1991-05-22,8.75
1991-05-29,9.0
1991-06-05,9.0
1991-06-12,9.0
1991-06-19,9.0
1991-06-26,9.0
1991-07-03,9.0
1991-07-10,9.0
1991-07-17,9.0
1991-07-24,9.25
1991-07-31,9.25
1991-08-07,9.25
1991-08-14,9.25
1991-08-21,9.25
1991-08-28,9.25
1991-09-04,9.25
1991-09-11,9.25
1991-09-18,9.5
1991-09-25,9.25
1991-10-02,9.25
1991-10-09,9.0
1991-10-16,9.0
1991-10-23,9.0
1991-10-30,9.0
1991-11-06,9.0
1991-11-13,8.25
1991-11-20,8.0
1991-11-27,8.0
1991-12-04,8.0
1991-12-11,8.0
1991-12-18,8.0
1991-12-25,8.0
1992-01-01,8.0
1992-01-08,8.0
1992-01-15,7.75
1992-01-22,7.75
1992-01-29,7.75
1992-02-05,7.75
1992-02-12,7.75
1992-02-19,7.75
1992-02-26,7.75
1992-03-04,7.75
1992-03-11,8.0
1992-03-18,8.5
1992-03-25,8.5
1992-04-01,8.5
1992-04-08,8.5
1992-04-15,8.5
1992-04-22,8.25
1992-04-29,8.25
1992-05-06,8.25
1992-05-13,8.25
1992-05-20,8.25
1992-05-27,8.0
1992-06-03,8.0
1992-06-10,7.75
1992-06-17,7.63
1992-06-24,7.63
1992-07-01,7.63
1992-07-08,7.5
1992-07-15,6.88
1992-07-22,6.88
1992-07-29,6.63
1992-08-05,6.63
1992-08-12,6.5
1992-08-19,6.5
1992-08-26,6.5
1992-09-02,6.5
1992-09-09,6.25
1992-09-16,6.25
1992-09-23,6.25
1992-09-30,6.25
1992-10-07,7.0
1992-10-14,7.0
1992-10-21,7.0
1992-10-28,7.0
1992-11-04,7.0
1992-11-11,6.75
1992-11-18,7.0
1992-11-25,7.0
1992-12-02,7.0
1992-12-09,7.0
1992-12-16,7.0
1992-12-23,6.75
1992-12-30,6.75
1993-01-06,6.75
1993-01-13,6.75
1993-01-20,6.75
1993-01-27,6.75
1993-02-03,6.75
1993-02-10,6.75
1993-02-17,6.75
1993-02-24,6.75
1993-03-03,6.75
1993-03-10,6.5
1993-03-17,6.5
1993-03-24,6.5
1993-03-31,6.75
1993-04-07,6.75
1993-04-14,6.75
1993-04-21,6.5
1993-04-28,6.5
1993-05-05,6.75
1993-05-12,6.75
1993-05-19,7.0
1993-05-26,7.0
1993-06-02,6.75
1993-06-09,6.75
1993-06-16,6.75
1993-06-23,6.5
1993-06-30,6.5
1993-07-07,6.25
1993-07-14,6.25
1993-07-21,6.0
1993-07-28,6.0
1993-08-04,6.0
1993-08-11,6.0
1993-08-18,6.0
1993-08-25,6.0
1993-09-01,6.0
1993-09-08,6.0
1993-09-15,6.0
1993-09-22,6.0
1993-09-29,6.0
1993-10-06,6.0
1993-10-13,6.0
1993-10-20,5.88
1993-10-27,5.63
1993-11-03,5.63
1993-11-10,5.5
1993-11-17,5.5
1993-11-24,5.5
1993-12-01,5.5
1993-12-08,5.25
1993-12-15,5.25
1993-12-22,5.25
1993-12-29,5.0
1994-01-05,5.0
1994-01-12,5.0
1994-01-19,5.0
1994-01-26,4.88
1994-02-02,4.88
1994-02-09,5.0
1994-02-16,5.25
1994-02-23,5.25
1994-03-02,5.38
1994-03-09,5.38
1994-03-16,6.0
1994-03-23,6.0
1994-03-30,6.75
1994-04-06,7.25
1994-04-13,7.25
1994-04-20,7.5
1994-04-27,7.25
1994-05-04,7.25
1994-05-11,7.25
1994-05-18,7.75
1994-05-25,7.25
1994-06-01,7.25
1994-06-08,7.25
1994-06-15,7.5
1994-06-22,7.5
1994-06-29,8.5
1994-07-06,8.5
1994-07-13,8.5
1994-07-20,8.5
1994-07-27,8.5
1994-08-03,8.38
1994-08-10,7.88
1994-08-17,7.88
1994-08-24,7.88
1994-08-31,7.88
1994-09-07,7.88
1994-09-14,7.88
1994-09-21,7.63
1994-09-28,7.63
1994-10-05,7.63
1994-10-12,7.63
1994-10-19,7.63
1994-10-26,7.88
1994-11-02,7.88
1994-11-09,7.88
1994-11-16,7.88
1994-11-23,7.88
1994-11-30,7.88
1994-12-07,7.88
1994-12-14,8.13
1994-12-21,8.38
1994-12-28,8.38
1995-01-04,8.38
1995-01-11,8.38
1995-01-18,8.63
1995-01-25,8.63
1995-02-01,8.63
1995-02-08,8.25
1995-02-15,8.25
1995-02-22,8.25
1995-03-01,8.13
1995-03-08,7.75
1995-03-15,7.75
1995-03-22,7.75
1995-03-29,7.75
1995-04-05,7.75
1995-04-12,7.75
1995-04-19,7.75
1995-04-26,7.25
1995-05-03,7.25
1995-05-10,6.75
1995-05-17,6.75
1995-05-24,6.75
1995-05-31,6.75
1995-06-07,6.5
1995-06-14,6.5
1995-06-21,6.5
1995-06-28,6.5
1995-07-05,6.5
1995-07-12,6.38
1995-07-19,6.38
1995-07-26,6.38
1995-08-02,6.88
1995-08-09,6.88
1995-08-16,6.88
1995-08-23,6.88
1995-08-30,6.88
1995-09-06,6.88
1995-09-13,6.88
1995-09-20,6.88
1995-09-27,6.88
1995-10-04,6.88
1995-10-11,6.63
1995-10-18,6.63
1995-10-25,6.63
1995-11-01,6.63
1995-11-08,6.63
1995-11-15,6.63
1995-11-22,6.63
1995-11-29,6.38
1995-12-06,6.38
1995-12-13,6.38
1995-12-20,6.38
1995-12-27,6.38
1996-01-03,6.38
1996-01-10,5.63
1996-01-17,5.63
1996-01-24,5.63
1996-01-31,5.5
1996-02-07,5.5
1996-02-14,5.5
1996-02-21,5.5
1996-02-28,5.5
1996-03-06,5.5
1996-03-13,5.5
1996-03-20,6.25
1996-03-27,6.25
1996-04-03,6.25
1996-04-10,6.25
1996-04-17,6.25
1996-04-24,6.25
1996-05-01,6.25
1996-05-08,6.25
1996-05-15,6.25
1996-05-22,6.25
1996-05-29,6.25
1996-06-05,6.25
1996-06-12,6.25
1996-06-19,6.25
1996-06-26,6.25
1996-07-03,6.25
1996-07-10,6.25
1996-07-17,6.25
1996-07-24,6.25
1996-07-31,6.25
1996-08-07,5.88
1996-08-14,5.88
1996-08-21,5.88
1996-08-28,5.88
1996-09-04,5.88
1996-09-11,5.88
1996-09-18,5.88
1996-09-25,5.88
1996-10-02,5.88
1996-10-09,5.38
1996-10-16,5.13
1996-10-23,5.13
1996-10-30,4.88
1996-11-06,4.88
1996-11-13,4.38
1996-11-20,4.38
1996-11-27,4.38
1996-12-04,4.38
1996-12-11,4.38
1996-12-18,4.38
1996-12-25,4.38
1997-01-01,4.38
1997-01-08,4.38
1997-01-15,4.88
1997-01-22,4.88
1997-01-29,4.88
1997-02-05,4.88
1997-02-12,4.88
1997-02-19,4.88
1997-02-26,4.88
1997-03-05,4.88
1997-03-12,4.88
1997-03-19,4.88
1997-03-26,4.88
1997-04-02,4.88
1997-04-09,5.0
1997-04-16,5.13
1997-04-23,5.13
1997-04-30,5.13
1997-05-07,4.88
1997-05-14,4.88
1997-05-21,4.88
1997-05-28,4.88
1997-06-04,4.88
1997-06-11,4.88
1997-06-18,4.63
1997-06-25,4.63
1997-07-02,4.63
1997-07-09,4.63
1997-07-16,4.63
1997-07-23,4.63
1997-07-30,4.63
1997-08-06,4.63
1997-08-13,4.63
1997-08-20,4.63
1997-08-27,4.63
1997-09-03,4.63
1997-09-10,4.63
1997-09-17,4.63
1997-09-24,4.63
1997-10-01,4.38
1997-10-08,4.38
1997-10-15,4.38
1997-10-22,4.38
1997-10-29,4.38
1997-11-05,4.38
1997-11-12,4.38
1997-11-19,4.38
1997-11-26,4.38
1997-12-03,4.38
1997-12-10,4.38
1997-12-17,4.63
1997-12-24,4.63
1997-12-31,4.63
1998-01-07,4.63
1998-01-14,4.33
1998-01-21,4.33
1998-01-28,4.33
1998-02-04,4.33
1998-02-11,4.33
1998-02-18,4.38
1998-02-25,4.38
1998-03-04,4.38
1998-03-11,4.38
1998-03-18,4.38
1998-03-25,4.38
1998-04-01,4.38
1998-04-08,4.38
1998-04-15,4.28
1998-04-22,4.28
1998-04-29,4.28
1998-05-06,4.48
1998-05-13,4.48
1998-05-20,4.48
1998-05-27,4.48
1998-06-03,4.48
1998-06-10,4.48
1998-06-17,4.48
1998-06-24,4.48
1998-07-01,4.48
1998-07-08,4.48
1998-07-15,4.48
1998-07-22,4.48
1998-07-29,4.48
1998-08-05,4.48
1998-08-12,4.68
1998-08-19,4.68
1998-08-26,4.68
1998-09-02,5.08
1998-09-09,5.08
1998-09-16,4.93
1998-09-23,4.78
1998-09-30,4.38
1998-10-07,4.38
1998-10-14,4.13
1998-10-21,4.13
1998-10-28,4.13
1998-11-04,4.13
1998-11-11,4.13
1998-11-18,4.53
1998-11-25,4.53
1998-12-02,4.53
1998-12-09,4.18
1998-12-16,4.18
1998-12-23,3.98
1998-12-30,3.98
1999-01-06,3.98
1999-01-13,3.98
1999-01-20,4.18
1999-01-27,4.18
1999-02-03,4.18
1999-02-10,4.18
1999-02-17,4.18
1999-02-24,4.18
1999-03-03,4.43
1999-03-10,4.43
1999-03-17,4.43
1999-03-24,4.43
1999-03-31,4.43
1999-04-07,4.23
1999-04-14,3.98
1999-04-21,3.98
1999-04-28,4.23
1999-05-05,4.23
1999-05-12,4.23
1999-05-19,4.43
1999-05-26,4.43
1999-06-02,4.68
1999-06-09,4.68
1999-06-16,4.88
1999-06-23,4.68
1999-06-30,4.93
1999-07-07,4.73
1999-07-14,4.73
1999-07-21,4.73
1999-07-28,4.73
1999-08-04,4.98
1999-08-11,4.98
1999-08-18,5.28
1999-08-25,5.28
1999-09-01,5.03
1999-09-08,5.03
1999-09-15,5.03
1999-09-22,5.03
1999-09-29,4.93
1999-10-06,4.93
1999-10-13,5.23
1999-10-20,5.23
1999-10-27,5.48
1999-11-03,5.48
1999-11-10,5.48
1999-11-17,5.48
1999-11-24,5.48
1999-12-01,5.48
1999-12-08,5.48
1999-12-15,5.48
1999-12-22,5.48
1999-12-29,5.48
2000-01-05,5.48
2000-01-12,5.73
2000-01-19,5.73
2000-01-26,5.73
2000-02-02,5.73
2000-02-09,5.73
2000-02-16,5.73
2000-02-23,5.73
2000-03-01,5.73
2000-03-08,5.43
2000-03-15,5.43
2000-03-22,5.43
2000-03-29,5.43
2000-04-05,5.43
2000-04-12,5.43
2000-04-19,5.43
2000-04-26,5.43
2000-05-03,5.43
2000-05-10,5.48
2000-05-17,5.48
2000-05-24,5.73
2000-05-31,5.73
2000-06-07,5.43
2000-06-14,5.43
2000-06-21,5.43
2000-06-28,5.43
2000-07-05,5.43
2000-07-12,5.43
2000-07-19,5.43
2000-07-26,5.18
2000-08-02,5.18
2000-08-09,5.18
2000-08-16,5.18
2000-08-23,5.18
2000-08-30,5.18
2000-09-06,5.18
2000-09-13,5.18
2000-09-20,5.18
2000-09-27,5.18
2000-10-04,5.18
2000-10-11,5.18
2000-10-18,5.18
2000-10-25,5.18
2000-11-01,5.18
2000-11-08,5.18
2000-11-15,5.18
2000-11-22,5.18
2000-11-29,5.18
2000-12-06,4.98
2000-12-13,4.73
2000-12-20,4.73
2000-12-27,4.73
2001-01-03,4.73
2001-01-10,4.58
2001-01-17,4.58
2001-01-24,4.58
2001-01-31,4.58
2001-02-07,4.58
2001-02-14,4.58
2001-02-21,4.58
2001-02-28,4.58
2001-03-07,4.58
2001-03-14,4.18
2001-03-21,4.18
2001-03-28,4.18
2001-04-04,4.18
2001-04-11,4.18
2001-04-18,4.18
2001-04-25,4.18
2001-05-02,4.18
2001-05-09,4.18
2001-05-16,4.18
2001-05-23,4.18
2001-05-30,4.18
2001-06-06,4.18
2001-06-13,4.18
2001-06-20,4.18
2001-06-27,4.18
2001-07-04,4.18
2001-07-11,4.18
2001-07-18,4.18
2001-07-25,4.18
2001-08-01,4.18
2001-08-08,4.18
2001-08-15,4.18
2001-08-22,4.18
2001-08-29,4.18
2001-09-05,4.18
2001-09-12,4.03
2001-09-19,3.73
2001-09-26,3.73
2001-10-03,3.73
2001-10-10,3.63
2001-10-17,3.63
2001-10-24,3.58
2001-10-31,3.53
2001-11-07,3.53
2001-11-14,3.28
2001-11-21,3.58
2001-11-28,3.53
2001-12-05,3.53
2001-12-12,3.53
2001-12-19,3.53
2001-12-26,3.53
2002-01-02,3.53
2002-01-09,3.53
2002-01-16,3.53
2002-01-23,3.53
2002-01-30,3.53
2002-02-06,3.53
2002-02-13,3.53
2002-02-20,3.53
2002-02-27,3.88
2002-03-06,3.88
2002-03-13,3.88
2002-03-20,3.88
2002-03-27,3.88
2002-04-03,4.13
2002-04-10,4.13
2002-04-17,4.13
2002-04-24,4.13
2002-05-01,4.13
2002-05-08,4.13
2002-05-15,4.13
2002-05-22,4.13
2002-05-29,4.13
2002-06-05,4.13
2002-06-12,4.13
2002-06-19,4.13
2002-06-26,4.13
2002-07-03,4.13
2002-07-10,4.13
2002-07-17,4.13
2002-07-24,4.13
2002-07-31,3.88
2002-08-07,3.88
2002-08-14,3.58
2002-08-21,3.58
2002-08-28,3.93
2002-09-04,3.93
2002-09-11,3.93
2002-09-18,3.93
2002-09-25,3.63
2002-10-02,3.63
2002-10-09,3.63
2002-10-16,3.63
2002-10-23,3.63
2002-10-30,3.93
2002-11-06,3.93
2002-11-13,3.93
2002-11-20,3.93
2002-11-27,3.93
2002-12-04,3.93
2002-12-11,3.93
2002-12-18,3.93
2002-12-25,3.93
2003-01-01,3.93
2003-01-08,3.48
2003-01-15,3.48
2003-01-22,3.48
2003-01-29,3.48
2003-02-05,3.48
2003-02-12,3.48
2003-02-19,3.48
2003-02-26,3.48
2003-03-05,3.48
2003-03-12,3.48
2003-03-19,3.48
2003-03-26,3.48
2003-04-02,3.48
2003-04-09,3.48
2003-04-16,3.48
2003-04-23,3.48
2003-04-30,3.48
2003-05-07,3.48
2003-05-14,3.48
2003-05-21,3.48
2003-05-28,3.23
2003-06-04,3.23
2003-06-11,2.93
2003-06-18,2.93
2003-06-25,2.8
2003-07-02,2.68
2003-07-09,2.68
2003-07-16,2.68
2003-07-23,2.68
2003-07-30,2.93
2003-08-06,2.93
2003-08-13,2.93
2003-08-20,2.93
2003-08-27,2.93
2003-09-03,2.93
2003-09-10,2.93
2003-09-17,2.93
2003-09-24,2.93
2003-10-01,2.93
2003-10-08,2.93
2003-10-15,2.93
2003-10-22,2.93
2003-10-29,2.93
2003-11-05,2.93
2003-11-12,2.93
2003-11-19,2.93
2003-11-26,2.93
2003-12-03,2.93
2003-12-10,2.93
2003-12-17,2.93
2003-12-24,2.93
2003-12-31,2.93
2004-01-07,2.93
2004-01-14,2.93
2004-01-21,2.93
2004-01-28,2.63
2004-02-04,2.63
2004-02-11,2.63
2004-02-18,2.63
2004-02-25,2.63
2004-03-03,2.38
2004-03-10,2.38
2004-03-17,2.38
2004-03-24,2.38
2004-03-31,2.38
2004-04-07,2.68
2004-04-14,2.68
2004-04-21,2.68
2004-04-28,2.88
2004-05-05,2.88
2004-05-12,2.88
2004-05-19,3.08
2004-05-26,3.13
2004-06-02,3.13
2004-06-09,3.28
2004-06-16,3.28
2004-06-23,3.38
2004-06-30,3.38
2004-07-07,3.38
2004-07-14,3.28
2004-07-21,3.28
2004-07-28,3.28
2004-08-04,3.28
2004-08-11,3.03
2004-08-18,3.03
2004-08-25,3.03
2004-09-01,3.03
2004-09-08,3.03
2004-09-15,3.13
2004-09-22,3.13
2004-09-29,2.88
2004-10-06,2.88
2004-10-13,3.03
2004-10-20,3.03
2004-10-27,3.03
2004-11-03,3.03
2004-11-10,3.03
2004-11-17,3.03
2004-11-24,3.03
2004-12-01,3.03
2004-12-08,2.78
2004-12-15,2.78
2004-12-22,2.78
2004-12-29,2.78
2005-01-05,2.78
2005-01-12,2.98
2005-01-19,2.98
2005-01-26,2.88
2005-02-02,2.88
2005-02-09,2.88
2005-02-16,2.88
2005-02-23,2.88
2005-03-02,2.88
2005-03-09,2.88
2005-03-16,2.88
2005-03-23,2.88
