"Date","Symbol","Class Symbol","Root Symbol","Underlying Symbol","Strike Price","Expiry Date","Call/Put","Ins. Type","Bid Price","Ask Price","Bid Size","Ask Size","Last Price","Volume","Last Close Price","Net Change","Open Price","High Price","Low Price","Total Value","Nb. Trades","Settlement Price","Open Interest","Implied Volatility","Accrued Financing Value","Accrued Financing Date","CORRA Rate"
"2024-01-02","CGZH24","CGZ","CGZ","CGZ",0,"2024-03-19",0,1,103.475,103.48,35,100,103.475,36269,103.6,-0.125,103.585,103.585,103.42,3751053,2551,103.455,161125,0,0,"",0
"2024-01-02","CGZM24","CGZ","CGZ","CGZ",0,"2024-06-19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.055,0,0,0,"",0
"2024-01-02","CGZU24","CGZ","CGZ","CGZ",0,"2024-09-18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.19,0,0,0,"",0
"2024-01-02","CGZZ24","CGZ","CGZ","CGZ",0,"2024-12-18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.27,0,0,0,"",0
"2024-01-03","CGZH24","CGZ","CGZ","CGZ",0,"2024-03-19",0,1,103.43,103.46,46,150,103.43,40645,103.455,-0.025,103.455,103.51,103.38,4202105,3252,103.47,160728,0,0,"",0
"2024-01-03","CGZM24","CGZ","CGZ","CGZ",0,"2024-06-19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.07,0,0,0,"",0
"2024-01-03","CGZU24","CGZ","CGZ","CGZ",0,"2024-09-18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.205,0,0,0,"",0
"2024-01-03","CGZZ24","CGZ","CGZ","CGZ",0,"2024-12-18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.285,0,0,0,"",0
"2024-01-04","CGZH24","CGZ","CGZ","CGZ",0,"2024-03-19",0,1,103.27,103.285,26,241,103.275,41007,103.47,-0.195,103.425,103.46,103.27,4235256,3454,103.3,169134,0,0,"",0
"2024-01-04","CGZM24","CGZ","CGZ","CGZ",0,"2024-06-19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.9,0,0,0,"",0
"2024-01-04","CGZU24","CGZ","CGZ","CGZ",0,"2024-09-18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.035,0,0,0,"",0
"2024-01-04","CGZZ24","CGZ","CGZ","CGZ",0,"2024-12-18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.115,0,0,0,"",0
"2024-01-05","CGZH24","CGZ","CGZ","CGZ",0,"2024-03-19",0,1,103.265,103.275,127,98,103.275,55452,103.3,-0.025,103.275,103.405,103.085,5722899,7393,103.235,171462,0,0,"",0
"2024-01-05","CGZM24","CGZ","CGZ","CGZ",0,"2024-06-19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.835,0,0,0,"",0
"2024-01-05","CGZU24","CGZ","CGZ","CGZ",0,"2024-09-18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.97,0,0,0,"",0
"2024-01-05","CGZZ24","CGZ","CGZ","CGZ",0,"2024-12-18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.05,0,0,0,"",0
"2024-01-08","CGZH24","CGZ","CGZ","CGZ",0,"2024-03-19",0,1,103.29,103.3,100,3,103.29,50129,103.235,0.055,103.27,103.385,103.23,5177767,2902,103.325,179475,0,0,"",0
"2024-01-08","CGZM24","CGZ","CGZ","CGZ",0,"2024-06-19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.925,0,0,0,"",0
