"Date","Symbol","Class Symbol","Root Symbol","Underlying Symbol","Strike Price","Expiry Date","Call/Put","Ins. Type","Bid Price","Ask Price","Bid Size","Ask Size","Last Price","Volume","Last Close Price","Net Change","Open Price","High Price","Low Price","Total Value","Nb. Trades","Settlement Price","Open Interest","Implied Volatility","Accrued Financing Value","Accrued Financing Date","CORRA Rate"
"2023-06-01","BAXM23","BAX","BAX","BAX",0,"2023-06-19",0,1,94.86,94.865,65,240,0,24372,0,-0.01,94.86,94.885,94.84,0,1427,94.865,111936,0,0,"",0
"2023-06-01","BAXN23","BAX","BAX","BAX",0,"2023-07-17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.92,0,0,0,"",0
"2023-06-01","BAXQ23","BAX","BAX","BAX",0,"2023-08-14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.945,0,0,0,"",0
"2023-06-01","BAXU23","BAX","BAX","BAX",0,"2023-09-18",0,1,94.72,94.74,10,9,0,26982,0,-0.02,94.735,94.765,94.695,0,4131,94.75,131373,0,0,"",0
"2023-06-01","BAXZ23","BAX","BAX","BAX",0,"2023-12-18",0,1,94.695,94.79,25,10,0,16297,0,-0.015,94.755,94.8,94.7,0,2804,94.785,104705,0,0,"",0
"2023-06-01","BAXH24","BAX","BAX","BAX",0,"2024-03-18",0,1,94.96,94.965,8,10,0,12558,0,0,94.94,95,94.89,0,2485,94.985,94083,0,0,"",0
"2023-06-01","BAXM24","BAX","BAX","BAX",0,"2024-06-17",0,1,0,95.26,0,30,0,11138,0,0.01,95.22,95.29,95.17,0,1941,95.27,82314,0,0,"",0
"2023-06-01","BAXU24","BAX","BAX","BAX",0,"2024-09-18",0,1,95.55,95.59,100,50,0,8992,0,0,95.55,95.62,95.51,0,1954,95.6,54019,0,0,"",0
"2023-06-01","BAXZ24","BAX","BAX","BAX",0,"2024-12-18",0,1,95.89,0,10,0,0,4146,0,0,95.88,95.93,95.83,0,1226,95.92,42459,0,0,"",0
"2023-06-01","BAXH25","BAX","BAX","BAX",0,"2025-03-19",0,1,96.14,96.16,7,12,0,2486,0,0,96.1,96.14,96.06,0,679,96.14,12717,0,0,"",0
"2023-06-01","BAXM25","BAX","BAX","BAX",0,"2025-06-18",0,1,0,96.31,0,25,0,488,0,-0.01,96.28,96.29,96.26,0,67,96.3,1910,0,0,"",0
"2023-06-01","BAXU25","BAX","BAX","BAX",0,"2025-09-17",0,1,96.4,96.46,100,50,0,90,0,0.01,96.42,96.44,96.39,0,11,96.43,588,0,0,"",0
"2023-06-01","BAXZ25","BAX","BAX","BAX",0,"2025-12-17",0,1,0,97.2,0,1,0,0,0,0,0,0,0,0,0,96.55,161,0,0,"",0
"2023-06-01","BAXH26","BAX","BAX","BAX",0,"2026-03-18",0,1,96,97.5,1,1,0,0,0,0,0,0,0,0,0,96.55,1,0,0,"",0
"2023-06-02","BAXM23","BAX","BAX","BAX",0,"2023-06-19",0,1,94.82,94.825,1254,55,0,27884,0,-0.04,94.845,94.86,94.815,0,1658,94.83,116014,0,0,"",0
"2023-06-02","BAXN23","BAX","BAX","BAX",0,"2023-07-17",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.885,0,0,0,"",0
"2023-06-02","BAXQ23","BAX","BAX","BAX",0,"2023-08-14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94.91,0,0,0,"",0
"2023-06-02","BAXU23","BAX","BAX","BAX",0,"2023-09-18",0,1,94.665,94.685,104,25,0,20931,0,-0.08,94.715,94.74,94.665,0,2795,94.68,131092,0,0,"",0
"2023-06-02","BAXZ23","BAX","BAX","BAX",0,"2023-12-18",0,1,94.675,94.695,10,50,0,11858,0,-0.11,94.75,94.785,94.675,0,2042,94.69,108256,0,0,"",0
"2023-06-02","BAXH24","BAX","BAX","BAX",0,"2024-03-18",0,1,94.8,94.9,4,100,0,11724,0,-0.12,94.945,94.99,94.86,0,2386,94.88,94112,0,0,"",0
"2023-06-02","BAXM24","BAX","BAX","BAX",0,"2024-06-17",0,1,0,95.17,0,50,0,8903,0,-0.13,95.24,95.27,95.14,0,1684,95.16,85709,0,0,"",0
"2023-06-02","BAXU24","BAX","BAX","BAX",0,"2024-09-18",0,1,95.44,95.53,4,25,0,11543,0,-0.12,95.57,95.6,95.47,0,1979,95.49,56851,0,0,"",0
